date_extraction,nom_commune,prix_appartement_bas_m2_location,prix_appartement_haut_m2_location,prix_appartement_moyen_m2_location,prix_maison_bas_m2_location,prix_maison_haut_m2_location,prix_maison_moyen_m2_location
2018-11-04 22:38:12,Montpellier,14.89,23.8,15.8,14.89,23.8,15.8
2018-11-06 09:32:57,Montpellier,14.88,23.8,15.78,14.88,23.8,15.78
2018-11-07 23:35:55,Montpellier,14.93,23.8,15.85,14.93,23.8,15.85
2018-11-11 20:00:01,Montpellier,15.0,23.8,15.91,15.0,23.8,15.91
2018-11-15 19:03:05,Montpellier,15.0,23.81,15.92,15.0,23.81,15.92
2018-11-25 20:00:03,Montpellier,15.0,23.68,15.92,15.0,23.68,15.92
2018-12-02 20:00:03,Montpellier,15.12,23.8,15.96,15.12,23.8,15.96
2018-12-09 20:00:03,Montpellier,15.12,23.81,15.97,15.12,23.81,15.97
2018-12-16 20:00:03,Montpellier,15.17,23.81,15.98,15.17,23.81,15.98
2018-12-23 20:00:02,Montpellier,15.21,23.95,16.03,15.21,23.95,16.03
2018-12-30 20:00:03,Montpellier,15.12,23.81,15.94,15.12,23.81,15.94
2019-01-06 20:00:05,Montpellier,15.12,23.95,15.99,15.12,23.95,15.99
2019-01-20 20:00:03,Montpellier,15.1,24.0,15.98,15.1,24.0,15.98
2019-01-27 20:00:03,Montpellier,15.11,24.0,15.99,15.11,24.0,15.99
2018-10-31 14:36:13,Toulon,13.38,22.12,14.42,13.58,24.0,14.2
2018-11-04 22:38:12,Toulon,13.41,22.79,14.47,13.41,22.79,14.47
2018-11-06 09:32:57,Toulon,13.16,22.0,13.98,13.16,22.0,13.98
2018-11-07 23:35:55,Toulon,13.14,22.0,13.95,13.14,22.0,13.95
2018-11-11 20:00:01,Toulon,13.17,22.0,13.97,13.17,22.0,13.97
2018-11-15 19:03:05,Toulon,13.17,22.0,13.95,13.17,22.0,13.95
2018-11-25 20:00:03,Toulon,13.2,22.08,13.98,13.2,22.08,13.98
2018-12-02 20:00:03,Toulon,13.24,22.22,14.01,13.24,22.22,14.01
2018-12-09 20:00:03,Toulon,13.28,22.22,14.04,13.28,22.22,14.04
2018-12-16 20:00:03,Toulon,13.29,22.14,14.05,13.29,22.14,14.05
2018-12-23 20:00:02,Toulon,13.33,22.14,14.08,13.33,22.14,14.08
2018-12-30 20:00:03,Toulon,13.2,22.0,13.96,13.2,22.0,13.96
2019-01-06 20:00:05,Toulon,13.12,21.43,13.85,13.12,21.43,13.85
2019-01-20 20:00:03,Toulon,13.0,20.87,13.69,13.0,20.87,13.69
2019-01-27 20:00:03,Toulon,13.0,21.0,13.69,13.0,21.0,13.69
2018-10-31 14:36:13,Amiens,14.09,24.69,15.58,10.8,21.8,11.64
2018-11-04 22:38:12,Amiens,14.12,24.65,15.54,14.12,24.65,15.54
2018-11-06 09:32:57,Amiens,13.89,24.41,15.34,13.89,24.41,15.34
2018-11-07 23:35:55,Amiens,13.81,24.38,15.33,13.81,24.38,15.33
2018-11-11 20:00:01,Amiens,13.81,24.31,15.31,13.81,24.31,15.31
2018-11-15 19:03:05,Amiens,13.94,24.41,15.35,13.94,24.41,15.35
2018-11-25 20:00:03,Amiens,14.09,24.45,15.43,14.09,24.45,15.43
2018-12-02 20:00:03,Amiens,14.09,24.45,15.43,14.09,24.45,15.43
2018-12-09 20:00:03,Amiens,14.12,24.41,15.45,14.12,24.41,15.45
2018-12-16 20:00:03,Amiens,14.17,24.41,15.45,14.17,24.41,15.45
2018-12-23 20:00:02,Amiens,14.23,24.47,15.48,14.23,24.47,15.48
2018-12-30 20:00:03,Amiens,14.17,24.45,16.08,14.17,24.45,16.08
2019-01-06 20:00:05,Amiens,14.23,24.74,15.91,14.23,24.74,15.91
2019-01-20 20:00:03,Amiens,14.1,24.74,16.43,14.1,24.74,16.43
2019-01-27 20:00:03,Amiens,14.05,24.8,16.88,14.05,24.8,16.88
2018-10-31 14:36:13,Limoges,10.0,15.91,10.9,8.14,10.83,8.28
2018-11-04 22:38:12,Limoges,10.05,15.79,10.88,10.05,15.79,10.88
2018-11-06 09:32:57,Limoges,10.0,15.36,10.67,10.0,15.36,10.67
2018-11-07 23:35:55,Limoges,10.0,15.36,10.65,10.0,15.36,10.65
2018-11-11 20:00:01,Limoges,10.0,15.49,10.66,10.0,15.49,10.66
2018-11-15 19:03:05,Limoges,10.0,15.59,10.66,10.0,15.59,10.66
2018-11-25 20:00:03,Limoges,10.0,15.5,10.64,10.0,15.5,10.64
2018-12-02 20:00:03,Limoges,10.0,15.72,10.67,10.0,15.72,10.67
2018-12-09 20:00:03,Limoges,10.0,15.76,10.67,10.0,15.76,10.67
2018-12-16 20:00:03,Limoges,10.0,15.74,10.67,10.0,15.74,10.67
2018-12-23 20:00:02,Limoges,10.0,15.79,10.68,10.0,15.79,10.68
2018-12-30 20:00:03,Limoges,10.0,15.79,10.7,10.0,15.79,10.7
2019-01-06 20:00:05,Limoges,10.02,16.02,10.72,10.02,16.02,10.72
2019-01-20 20:00:03,Limoges,10.0,16.0,10.71,10.0,16.0,10.71
2019-01-27 20:00:03,Limoges,10.0,16.05,10.72,10.0,16.05,10.72
2018-10-31 14:36:13,Nice,14.84,25.07,15.69,18.34,33.7,20.42
2018-11-04 22:38:12,Nice,20.83,38.24,22.71,20.83,38.24,22.71
2018-11-06 09:32:57,Nice,20.62,38.66,22.56,20.62,38.66,22.56
2018-11-07 23:35:55,Nice,20.65,39.31,22.62,20.65,39.31,22.62
2018-11-11 20:00:01,Nice,20.62,39.4,22.65,20.62,39.4,22.65
2018-11-15 19:03:05,Nice,20.71,39.32,22.69,20.71,39.32,22.69
2018-11-25 20:00:03,Nice,20.79,40.0,22.88,20.79,40.0,22.88
2018-12-02 20:00:03,Nice,20.83,40.0,22.92,20.83,40.0,22.92
2018-12-09 20:00:03,Nice,20.83,40.0,22.94,20.83,40.0,22.94
2018-12-16 20:00:03,Nice,20.94,40.0,22.93,20.94,40.0,22.93
2018-12-23 20:00:02,Nice,20.93,40.48,22.92,20.93,40.48,22.92
2018-12-30 20:00:03,Nice,20.94,40.0,22.88,20.94,40.0,22.88
2019-01-06 20:00:05,Nice,20.62,38.33,22.37,20.62,38.33,22.37
2019-01-20 20:00:03,Nice,20.1,37.5,21.86,20.1,37.5,21.86
2019-01-27 20:00:03,Nice,20.1,37.5,21.84,20.1,37.5,21.84
2018-11-14 22:55:14,Lyon,15.22,32.33,17.19,15.22,32.33,17.19
2018-11-14 22:55:14,Lyon,16.6,34.03,18.76,16.6,34.03,18.76
2018-11-14 22:55:14,Lyon,15.39,27.35,16.43,15.39,27.35,16.43
2018-11-14 22:55:14,Lyon,14.87,23.82,15.85,14.87,23.82,15.85
2018-11-14 22:55:14,Lyon,14.93,26.32,15.73,14.93,26.32,15.73
2018-11-14 22:55:14,Lyon,18.21,33.51,19.35,18.21,33.51,19.35
2018-11-14 22:55:14,Lyon,14.95,27.16,15.83,14.95,27.16,15.83
2018-11-14 22:55:14,Lyon,14.42,25.14,15.55,14.42,25.14,15.55
2018-11-14 22:55:14,Lyon,13.61,25.24,14.17,13.61,25.24,14.17
