date_extraction,nom_commune,prix_appartement_bas_m2_location,prix_appartement_haut_m2_location,prix_appartement_moyen_m2_location,prix_maison_bas_m2_location,prix_maison_haut_m2_location,prix_maison_moyen_m2_location
2018-10-15 14:57:12,Montreuil,23.24,32.36,22.98,30.45,31.33,30.44
2018-10-31 14:36:13,Montreuil,23.25,32.27,23.04,29.46,31.23,24.23
2018-10-31 18:43:28,Montreuil,12.77,18.4,13.29,16.43,22.67,16.79
2018-11-04 22:38:12,Montreuil,22.57,32.31,22.29,22.57,32.31,22.29
2018-11-06 09:32:57,Montreuil,22.65,32.29,22.34,22.65,32.29,22.34
2018-11-07 23:35:55,Montreuil,22.7,32.29,22.6,22.7,32.29,22.6
2018-11-11 20:00:01,Montreuil,22.7,32.32,22.65,22.7,32.32,22.65
2018-11-15 19:03:05,Montreuil,22.73,33.33,22.87,22.73,33.33,22.87
2018-11-25 20:00:03,Montreuil,23.24,34.14,23.07,23.24,34.14,23.07
2018-12-02 20:00:03,Montreuil,23.52,33.86,23.22,23.52,33.86,23.22
2018-12-09 20:00:03,Montreuil,23.75,34.08,23.37,23.75,34.08,23.37
2018-12-16 20:00:03,Montreuil,23.79,34.63,23.41,23.79,34.63,23.41
2018-12-23 20:00:02,Montreuil,23.75,34.67,23.48,23.75,34.67,23.48
2018-12-30 20:00:03,Montreuil,23.3,35.0,23.39,23.3,35.0,23.39
2019-01-06 20:00:05,Montreuil,23.24,36.11,23.59,23.24,36.11,23.59
2019-01-20 20:00:03,Montreuil,23.3,36.22,23.91,23.3,36.22,23.91
2019-01-27 20:00:03,Montreuil,23.3,36.28,23.91,23.3,36.28,23.91
2018-10-17 09:53:16,Paris,43.31,67.65,42.95,1.58,1.58,1.58
2018-10-31 17:50:17,Paris,12.34,27.98,15.32,19.97,40.72,20.59
2018-10-31 18:43:28,Paris,21.05,32.94,22.42,10.0,14.67,10.57
2018-11-04 22:38:12,Paris,43.14,67.65,44.02,43.14,67.65,44.02
2018-11-06 09:32:57,Paris,43.14,67.65,44.41,43.14,67.65,44.41
2018-11-07 23:35:55,Paris,43.38,67.65,45.18,43.38,67.65,45.18
2018-11-11 20:00:01,Paris,43.14,67.65,44.92,43.14,67.65,44.92
2018-10-17 09:53:16,Paris,39.73,59.09,40.56,1.58,1.58,1.58
2018-10-31 17:50:17,Paris,14.58,15.52,14.58,10.46,18.0,11.93
2018-10-31 18:43:28,Paris,14.04,20.62,13.69,10.46,18.0,11.93
2018-11-04 22:38:12,Paris,38.68,67.09,40.94,38.68,67.09,40.94
2018-11-06 09:32:57,Paris,38.62,66.08,41.01,38.62,66.08,41.01
2018-11-07 23:35:55,Paris,38.62,67.49,47.72,38.62,67.49,47.72
2018-11-11 20:00:01,Paris,38.71,69.24,48.17,38.71,69.24,48.17
2018-10-17 09:53:16,Paris,40.77,60.22,40.61,1.58,1.58,1.58
2018-10-31 18:43:28,Paris,22.08,42.07,24.95,11.27,12.03,11.27
2018-11-04 22:38:12,Paris,39.56,60.7,40.72,39.56,60.7,40.72
2018-11-06 09:32:57,Paris,39.56,60.46,40.68,39.56,60.46,40.68
2018-11-07 23:35:55,Paris,39.56,60.44,40.74,39.56,60.44,40.74
2018-11-11 20:00:01,Paris,39.58,60.71,40.89,39.58,60.71,40.89
2018-11-15 19:03:05,Paris,39.67,60.71,41.0,39.67,60.71,41.0
2018-11-25 20:00:03,Paris,39.57,60.61,41.62,39.57,60.61,41.62
2018-12-02 20:00:03,Paris,39.6,60.71,41.71,39.6,60.71,41.71
2018-12-09 20:00:03,Paris,39.56,61.13,41.87,39.56,61.13,41.87
2018-12-16 20:00:03,Paris,39.57,60.81,41.96,39.57,60.81,41.96
2018-12-23 20:00:02,Paris,40.0,60.69,41.83,40.0,60.69,41.83
2018-12-30 20:00:03,Paris,39.58,59.62,41.44,39.58,59.62,41.44
2019-01-06 20:00:05,Paris,39.23,59.52,40.83,39.23,59.52,40.83
2019-01-20 20:00:03,Paris,38.69,56.67,40.01,38.69,56.67,40.01
2019-01-27 20:00:03,Paris,38.71,56.67,40.03,38.71,56.67,40.03
2018-10-17 09:53:16,Paris,41.94,67.61,43.11,1.58,1.58,1.58
2018-10-31 18:43:28,Paris,41.72,65.2,42.5,12.39,17.03,13.07
2018-11-04 22:38:12,Paris,41.47,64.71,42.81,41.47,64.71,42.81
2018-11-06 09:32:57,Paris,41.51,64.71,43.04,41.51,64.71,43.04
2018-11-07 23:35:55,Paris,41.58,64.71,43.08,41.58,64.71,43.08
2018-11-11 20:00:01,Paris,41.64,64.34,43.21,41.64,64.34,43.21
2018-10-17 09:53:16,Paris,39.2,58.25,41.42,1.58,1.58,1.58
2018-10-31 14:36:13,Paris,40.32,60.0,41.71,10.84,12.59,10.84
2018-10-31 18:43:28,Paris,12.25,13.22,11.25,26.92,26.92,26.92
2018-11-04 22:38:12,Paris,37.12,56.98,38.72,37.12,56.98,38.72
2018-11-06 09:32:57,Paris,37.16,56.83,38.79,37.16,56.83,38.79
2018-11-07 23:35:55,Paris,37.16,56.72,38.79,37.16,56.72,38.79
2018-11-11 20:00:01,Paris,37.2,56.08,38.87,37.2,56.08,38.87
2018-11-15 19:03:05,Paris,37.29,55.88,38.9,37.29,55.88,38.9
2018-11-25 20:00:03,Paris,37.5,57.14,39.05,37.5,57.14,39.05
2018-12-02 20:00:03,Paris,37.5,57.13,38.97,37.5,57.13,38.97
2018-12-09 20:00:03,Paris,37.5,57.0,38.93,37.5,57.0,38.93
2018-12-16 20:00:03,Paris,37.83,56.63,38.98,37.83,56.63,38.98
2018-12-23 20:00:02,Paris,37.94,56.67,39.0,37.94,56.67,39.0
2018-12-30 20:00:03,Paris,36.87,55.88,38.18,36.87,55.88,38.18
2019-01-06 20:00:05,Paris,37.14,56.52,38.59,37.14,56.52,38.59
2019-01-20 20:00:03,Paris,37.21,56.67,38.97,37.21,56.67,38.97
2019-01-27 20:00:03,Paris,37.23,56.67,39.01,37.23,56.67,39.01
2018-10-17 09:53:16,Paris,41.52,64.26,43.16,43.48,43.48,43.48
2018-10-31 18:43:28,Paris,18.99,29.01,19.33,43.48,43.48,43.48
2018-11-04 22:38:12,Paris,41.38,63.89,43.59,41.38,63.89,43.59
2018-11-06 09:32:57,Paris,41.38,63.77,43.67,41.38,63.77,43.67
2018-11-07 23:35:55,Paris,41.38,63.89,43.65,41.38,63.89,43.65
2018-11-11 20:00:01,Paris,41.22,63.89,43.6,41.22,63.89,43.6
2018-11-15 19:03:05,Paris,40.99,63.89,43.46,40.99,63.89,43.46
2018-11-25 20:00:03,Paris,40.7,63.29,42.97,40.7,63.29,42.97
2018-12-02 20:00:03,Paris,40.78,63.59,42.82,40.78,63.59,42.82
2018-12-09 20:00:03,Paris,40.35,63.59,42.58,40.35,63.59,42.58
2018-12-16 20:00:03,Paris,40.68,63.64,42.61,40.68,63.64,42.61
2018-12-23 20:00:02,Paris,40.7,63.16,42.54,40.7,63.16,42.54
2018-12-30 20:00:03,Paris,40.68,63.16,42.61,40.68,63.16,42.61
2019-01-06 20:00:05,Paris,41.3,62.51,42.9,41.3,62.51,42.9
2019-01-20 20:00:03,Paris,41.48,61.0,43.2,41.48,61.0,43.2
2019-01-27 20:00:03,Paris,41.48,61.0,43.3,41.48,61.0,43.3
2018-10-17 09:53:16,Paris,43.1,64.4,45.15,43.48,43.48,43.48
2018-10-31 14:36:13,Paris,42.59,65.34,44.26,10.84,12.59,10.84
2018-10-31 18:43:28,Paris,21.67,38.22,22.17,16.88,16.88,16.88
2018-11-04 22:38:12,Paris,38.33,61.11,40.8,38.33,61.11,40.8
2018-11-06 09:32:57,Paris,38.33,61.15,40.95,38.33,61.15,40.95
2018-11-07 23:35:55,Paris,38.55,61.13,41.01,38.55,61.13,41.01
2018-11-11 20:00:01,Paris,38.42,61.11,40.88,38.42,61.11,40.88
2018-11-15 19:03:05,Paris,38.55,61.16,40.96,38.55,61.16,40.96
2018-11-25 20:00:03,Paris,38.57,61.11,41.0,38.57,61.11,41.0
2018-12-02 20:00:03,Paris,38.69,61.11,41.1,38.69,61.11,41.1
2018-12-09 20:00:03,Paris,38.81,60.71,41.11,38.81,60.71,41.11
2018-12-16 20:00:03,Paris,38.81,61.65,41.2,38.81,61.65,41.2
2018-12-23 20:00:02,Paris,38.99,61.67,41.29,38.99,61.67,41.29
2018-12-30 20:00:03,Paris,38.4,60.0,40.47,38.4,60.0,40.47
2019-01-06 20:00:05,Paris,38.89,60.0,41.01,38.89,60.0,41.01
2019-01-20 20:00:03,Paris,38.89,60.0,41.1,38.89,60.0,41.1
2019-01-27 20:00:03,Paris,38.89,60.0,41.07,38.89,60.0,41.07
2018-10-17 09:53:16,Paris,40.0,63.9,41.54,Inconnu,Inconnu,Inconnu
2018-10-31 18:43:28,Paris,15.97,25.43,16.85,13.88,15.6,13.22
2018-11-04 22:38:12,Paris,38.28,65.92,41.63,38.28,65.92,41.63
2018-11-06 09:32:57,Paris,37.77,66.67,41.1,37.77,66.67,41.1
2018-11-07 23:35:55,Paris,37.78,66.67,41.12,37.78,66.67,41.12
2018-11-11 20:00:01,Paris,37.78,66.03,41.17,37.78,66.03,41.17
2018-11-15 19:03:05,Paris,37.8,64.97,41.26,37.8,64.97,41.26
2018-11-25 20:00:03,Paris,38.39,64.57,41.57,38.39,64.57,41.57
2018-12-02 20:00:03,Paris,38.39,64.92,41.73,38.39,64.92,41.73
2018-12-09 20:00:03,Paris,38.39,64.69,41.69,38.39,64.69,41.69
2018-12-16 20:00:03,Paris,38.55,64.92,41.81,38.55,64.92,41.81
2018-12-23 20:00:02,Paris,38.89,66.05,41.78,38.89,66.05,41.78
2018-12-30 20:00:03,Paris,37.89,62.97,40.92,37.89,62.97,40.92
2019-01-06 20:00:05,Paris,38.12,64.96,41.09,38.12,64.96,41.09
2019-01-20 20:00:03,Paris,37.76,64.86,40.76,37.76,64.86,40.76
2019-01-27 20:00:03,Paris,37.65,65.79,40.8,37.65,65.79,40.8
2018-10-17 09:53:16,Paris,36.36,56.84,38.19,Inconnu,Inconnu,Inconnu
2018-10-31 14:36:13,Paris,37.23,57.04,38.79,0.08,0.08,0.08
2018-10-31 18:43:28,Paris,18.12,25.22,18.32,15.73,17.88,10.99
2018-11-04 22:38:12,Paris,36.25,59.56,37.94,36.25,59.56,37.94
2018-11-06 09:32:57,Paris,36.25,59.22,37.94,36.25,59.22,37.94
2018-11-07 23:35:55,Paris,36.25,58.95,37.96,36.25,58.95,37.96
2018-11-11 20:00:01,Paris,36.25,57.13,37.75,36.25,57.13,37.75
2018-11-15 19:03:05,Paris,36.25,59.45,37.85,36.25,59.45,37.85
2018-11-25 20:00:03,Paris,36.36,58.72,38.09,36.36,58.72,38.09
2018-12-02 20:00:03,Paris,36.72,58.39,38.35,36.72,58.39,38.35
2018-12-09 20:00:03,Paris,36.91,57.65,38.56,36.91,57.65,38.56
2018-12-16 20:00:03,Paris,36.92,56.99,38.58,36.92,56.99,38.58
2018-12-23 20:00:02,Paris,36.67,56.67,38.26,36.67,56.67,38.26
2018-12-30 20:00:03,Paris,36.11,55.69,37.36,36.11,55.69,37.36
2019-01-06 20:00:05,Paris,36.14,55.33,37.41,36.14,55.33,37.41
2019-01-20 20:00:03,Paris,35.71,53.85,37.08,35.71,53.85,37.08
2019-01-27 20:00:03,Paris,35.71,53.85,37.12,35.71,53.85,37.12
2018-10-17 09:53:16,Paris,35.45,59.0,36.51,40.22,40.22,40.22
2018-10-31 14:36:13,Paris,35.36,58.03,36.28,40.22,40.22,40.22
2018-10-31 18:43:28,Paris,23.65,40.27,43.47,12.88,14.11,12.38
2018-11-04 22:38:12,Paris,33.67,55.18,35.46,33.67,55.18,35.46
2018-11-06 09:32:57,Paris,33.46,55.62,35.49,33.46,55.62,35.49
2018-11-07 23:35:55,Paris,33.56,55.68,35.56,33.56,55.68,35.56
2018-11-11 20:00:01,Paris,33.79,55.33,35.65,33.79,55.33,35.65
2018-11-15 19:03:05,Paris,34.0,54.17,35.83,34.0,54.17,35.83
2018-11-25 20:00:03,Paris,34.39,53.33,35.84,34.39,53.33,35.84
2018-12-02 20:00:03,Paris,34.62,53.33,36.1,34.62,53.33,36.1
2018-12-09 20:00:03,Paris,34.62,53.33,36.2,34.62,53.33,36.2
2018-12-16 20:00:03,Paris,34.62,53.33,36.13,34.62,53.33,36.13
2018-12-23 20:00:02,Paris,35.0,53.33,36.2,35.0,53.33,36.2
2018-12-30 20:00:03,Paris,34.51,51.94,35.77,34.51,51.94,35.77
2019-01-06 20:00:05,Paris,34.59,51.92,35.73,34.59,51.92,35.73
2019-01-20 20:00:03,Paris,34.39,51.5,35.6,34.39,51.5,35.6
2019-01-27 20:00:03,Paris,34.4,51.49,35.61,34.4,51.49,35.61
2018-10-17 09:53:16,Paris,35.45,59.0,36.51,67.5,67.5,67.5
2018-10-31 14:36:13,Paris,35.36,58.03,36.28,67.5,67.5,67.5
2018-10-31 18:43:28,Paris,16.67,26.07,17.97,13.55,20.67,14.74
2018-11-04 22:38:12,Paris,34.4,52.18,35.87,34.4,52.18,35.87
2018-11-06 09:32:57,Paris,34.3,52.5,35.91,34.3,52.5,35.91
2018-11-07 23:35:55,Paris,34.44,52.72,35.9,34.44,52.72,35.9
2018-11-11 20:00:01,Paris,34.3,52.19,35.79,34.3,52.19,35.79
2018-11-15 19:03:05,Paris,34.31,52.5,35.93,34.31,52.5,35.93
2018-11-25 20:00:03,Paris,34.48,52.93,36.11,34.48,52.93,36.11
2018-12-02 20:00:03,Paris,34.7,52.82,36.42,34.7,52.82,36.42
2018-12-09 20:00:03,Paris,35.0,53.33,36.72,35.0,53.33,36.72
2018-12-16 20:00:03,Paris,35.53,53.53,37.03,35.53,53.53,37.03
2018-12-23 20:00:02,Paris,35.69,54.39,37.17,35.69,54.39,37.17
2018-12-30 20:00:03,Paris,35.19,53.33,36.76,35.19,53.33,36.76
2019-01-06 20:00:05,Paris,35.38,52.92,36.79,35.38,52.92,36.79
2019-01-20 20:00:03,Paris,35.36,52.3,36.67,35.36,52.3,36.67
2019-01-27 20:00:03,Paris,35.3,52.34,36.64,35.3,52.34,36.64
2018-10-17 09:53:16,Paris,35.45,59.0,36.51,67.5,67.5,67.5
2018-10-31 14:36:13,Paris,35.36,58.03,36.28,67.5,67.5,67.5
2018-10-31 18:43:28,Paris,19.51,38.85,21.7,18.84,35.19,19.81
2018-11-04 22:38:12,Paris,32.09,50.25,33.73,32.09,50.25,33.73
2018-11-06 09:32:57,Paris,32.35,50.0,33.82,32.35,50.0,33.82
2018-11-07 23:35:55,Paris,32.24,50.0,33.78,32.24,50.0,33.78
2018-11-11 20:00:01,Paris,32.36,49.95,33.88,32.36,49.95,33.88
2018-11-15 19:03:05,Paris,32.27,50.0,33.76,32.27,50.0,33.76
2018-11-25 20:00:03,Paris,32.22,50.0,33.86,32.22,50.0,33.86
2018-12-02 20:00:03,Paris,32.14,50.0,33.86,32.14,50.0,33.86
2018-12-09 20:00:03,Paris,32.22,50.37,33.86,32.22,50.37,33.86
2018-12-16 20:00:03,Paris,32.26,51.8,33.86,32.26,51.8,33.86
2018-12-23 20:00:02,Paris,31.8,50.77,32.28,31.8,50.77,32.28
2018-12-30 20:00:03,Paris,32.15,49.9,33.45,32.15,49.9,33.45
2019-01-06 20:00:05,Paris,32.22,49.12,33.4,32.22,49.12,33.4
2019-01-20 20:00:03,Paris,31.7,47.31,33.02,31.7,47.31,33.02
2019-01-27 20:00:03,Paris,31.68,47.15,32.99,31.68,47.15,32.99
2018-10-17 09:53:16,Paris,31.84,51.43,33.42,34.07,34.07,34.07
2018-10-31 14:36:13,Paris,32.06,51.68,33.13,34.53,34.95,34.53
2018-10-31 18:43:28,Paris,20.07,37.5,21.7,11.25,25.6,12.37
2018-11-04 22:38:12,Paris,31.85,47.12,33.05,31.85,47.12,33.05
2018-11-06 09:32:57,Paris,31.85,48.22,33.17,31.85,48.22,33.17
2018-11-07 23:35:55,Paris,31.88,48.59,33.26,31.88,48.59,33.26
2018-11-11 20:00:01,Paris,31.8,49.93,33.25,31.8,49.93,33.25
2018-11-15 19:03:05,Paris,31.67,51.25,33.18,31.67,51.25,33.18
2018-11-25 20:00:03,Paris,31.67,48.94,33.05,31.67,48.94,33.05
2018-12-02 20:00:03,Paris,31.8,49.8,33.19,31.8,49.8,33.19
2018-12-09 20:00:03,Paris,31.77,50.86,33.12,31.77,50.86,33.12
2018-12-16 20:00:03,Paris,32.24,50.64,33.37,32.24,50.64,33.37
2018-12-23 20:00:02,Paris,32.34,51.56,33.45,32.34,51.56,33.45
2018-12-30 20:00:03,Paris,32.31,50.0,33.41,32.31,50.0,33.41
2019-01-06 20:00:05,Paris,32.35,50.0,33.12,32.35,50.0,33.12
2019-01-20 20:00:03,Paris,32.14,47.83,32.91,32.14,47.83,32.91
2019-01-27 20:00:03,Paris,32.05,47.83,32.86,32.05,47.83,32.86
2018-10-17 09:53:16,Paris,33.64,53.12,34.99,34.07,34.07,34.07
2018-10-31 14:36:13,Paris,33.33,53.28,34.75,34.53,34.95,34.53
2018-10-31 18:43:28,Paris,12.34,27.98,15.32,21.25,29.95,18.33
2018-11-04 22:38:12,Paris,31.79,51.25,33.77,31.79,51.25,33.77
2018-11-06 09:32:57,Paris,31.91,50.25,33.75,31.91,50.25,33.75
2018-11-07 23:35:55,Paris,31.82,50.0,33.72,31.82,50.0,33.72
2018-11-11 20:00:01,Paris,31.87,50.0,33.76,31.87,50.0,33.76
2018-11-15 19:03:05,Paris,32.06,50.0,33.94,32.06,50.0,33.94
2018-11-25 20:00:03,Paris,32.14,50.0,34.18,32.14,50.0,34.18
2018-12-02 20:00:03,Paris,32.38,50.0,34.19,32.38,50.0,34.19
2018-12-09 20:00:03,Paris,32.58,52.06,34.58,32.58,52.06,34.58
2018-12-16 20:00:03,Paris,32.57,51.5,34.5,32.57,51.5,34.5
2018-12-23 20:00:02,Paris,32.8,51.63,34.55,32.8,51.63,34.55
2018-12-30 20:00:03,Paris,32.65,50.0,34.23,32.65,50.0,34.23
2019-01-06 20:00:05,Paris,32.86,50.0,34.24,32.86,50.0,34.24
2019-01-20 20:00:03,Paris,32.81,50.0,33.94,32.81,50.0,33.94
2019-01-27 20:00:03,Paris,32.8,49.44,33.9,32.8,49.44,33.9
2018-10-17 09:53:16,Paris,32.89,54.3,35.21,34.07,34.07,34.07
2018-10-31 14:36:13,Paris,32.84,54.17,35.15,34.53,34.95,34.53
2018-10-31 18:43:28,Paris,9.45,16.6,11.16,13.88,15.6,13.22
2018-11-04 22:38:12,Paris,31.94,50.0,33.84,31.94,50.0,33.84
2018-11-06 09:32:57,Paris,32.0,50.0,33.9,32.0,50.0,33.9
2018-11-07 23:35:55,Paris,32.12,50.0,33.93,32.12,50.0,33.93
2018-11-11 20:00:01,Paris,32.02,50.0,33.79,32.02,50.0,33.79
2018-11-15 19:03:05,Paris,32.12,50.0,33.81,32.12,50.0,33.81
2018-11-25 20:00:03,Paris,32.19,49.52,33.81,32.19,49.52,33.81
2018-12-02 20:00:03,Paris,32.32,49.5,33.86,32.32,49.5,33.86
2018-12-09 20:00:03,Paris,32.61,49.54,34.11,32.61,49.54,34.11
2018-12-16 20:00:03,Paris,32.74,49.75,34.19,32.74,49.75,34.19
2018-12-23 20:00:02,Paris,32.73,49.54,34.1,32.73,49.54,34.1
2018-12-30 20:00:03,Paris,32.44,48.75,33.83,32.44,48.75,33.83
2019-01-06 20:00:05,Paris,32.5,48.24,33.79,32.5,48.24,33.79
2019-01-20 20:00:03,Paris,32.43,47.06,33.64,32.43,47.06,33.64
2019-01-27 20:00:03,Paris,32.43,47.06,33.63,32.43,47.06,33.63
2018-10-17 09:53:16,Paris,34.04,60.83,36.36,34.07,34.07,34.07
2018-10-31 14:36:13,Paris,34.38,58.62,36.56,40.89,55.2,40.89
2018-10-31 18:43:28,Paris,14.19,21.77,15.11,40.89,55.2,40.89
2018-11-04 22:38:12,Paris,34.78,56.5,37.11,34.78,56.5,37.11
2018-11-06 09:32:57,Paris,34.76,56.5,37.05,34.76,56.5,37.05
2018-11-07 23:35:55,Paris,34.86,56.5,37.11,34.86,56.5,37.11
2018-11-11 20:00:01,Paris,34.91,56.5,37.13,34.91,56.5,37.13
2018-11-15 19:03:05,Paris,34.93,56.86,37.17,34.93,56.86,37.17
2018-11-25 20:00:03,Paris,34.86,57.52,37.17,34.86,57.52,37.17
2018-12-02 20:00:03,Paris,35.0,57.48,37.23,35.0,57.48,37.23
2018-12-09 20:00:03,Paris,35.0,58.33,37.26,35.0,58.33,37.26
2018-12-16 20:00:03,Paris,35.1,58.33,37.36,35.1,58.33,37.36
2018-12-23 20:00:02,Paris,35.05,58.88,37.36,35.05,58.88,37.36
2018-12-30 20:00:03,Paris,34.75,57.5,36.87,34.75,57.5,36.87
2019-01-06 20:00:05,Paris,34.85,58.02,36.98,34.85,58.02,36.98
2019-01-20 20:00:03,Paris,34.86,56.79,36.88,34.86,56.79,36.88
2019-01-27 20:00:03,Paris,34.78,56.79,38.56,34.78,56.79,38.56
2018-10-17 09:53:16,Paris,35.19,64.48,37.85,20.0,20.0,20.0
2018-10-31 14:36:13,Paris,35.42,62.5,37.81,25.93,31.27,25.93
2018-10-31 18:43:28,Paris,18.35,26.7,19.45,25.93,31.27,25.93
2018-11-04 22:38:12,Paris,34.8,57.5,36.42,34.8,57.5,36.42
2018-11-06 09:32:57,Paris,34.82,57.77,36.53,34.82,57.77,36.53
2018-11-07 23:35:55,Paris,34.8,57.7,36.47,34.8,57.7,36.47
2018-11-11 20:00:01,Paris,34.88,58.33,36.68,34.88,58.33,36.68
2018-11-15 19:03:05,Paris,34.89,58.08,36.7,34.89,58.08,36.7
2018-11-25 20:00:03,Paris,34.94,57.65,36.63,34.94,57.65,36.63
2018-12-02 20:00:03,Paris,35.03,57.19,36.64,35.03,57.19,36.64
2018-12-09 20:00:03,Paris,35.29,57.62,36.83,35.29,57.62,36.83
2018-12-16 20:00:03,Paris,35.42,58.72,37.05,35.42,58.72,37.05
2018-12-23 20:00:02,Paris,35.42,59.0,37.08,35.42,59.0,37.08
2018-12-30 20:00:03,Paris,34.86,56.83,36.7,34.86,56.83,36.7
2019-01-06 20:00:05,Paris,35.0,57.78,37.27,35.0,57.78,37.27
2019-01-20 20:00:03,Paris,34.72,56.25,37.14,34.72,56.25,37.14
2019-01-27 20:00:03,Paris,34.61,56.0,37.09,34.61,56.0,37.09
2018-10-17 09:53:16,Paris,35.19,64.48,37.85,28.35,45.69,28.35
2018-10-31 14:36:13,Paris,35.42,62.5,37.81,28.35,45.69,28.35
2018-10-31 18:43:28,Paris,19.52,33.69,21.02,28.35,45.69,28.35
2018-11-04 22:38:12,Paris,34.21,51.92,35.06,34.21,51.92,35.06
2018-11-06 09:32:57,Paris,34.29,51.85,35.03,34.29,51.85,35.03
2018-11-07 23:35:55,Paris,34.29,51.83,35.0,34.29,51.83,35.0
2018-11-11 20:00:01,Paris,34.29,51.83,35.06,34.29,51.83,35.06
2018-11-15 19:03:05,Paris,34.29,51.45,34.99,34.29,51.45,34.99
2018-11-25 20:00:03,Paris,34.0,51.52,34.92,34.0,51.52,34.92
2018-12-02 20:00:03,Paris,34.21,51.81,35.01,34.21,51.81,35.01
2018-12-09 20:00:03,Paris,34.31,51.84,35.22,34.31,51.84,35.22
2018-12-16 20:00:03,Paris,34.31,51.71,35.22,34.31,51.71,35.22
2018-12-23 20:00:02,Paris,34.21,51.76,35.21,34.21,51.76,35.21
2018-12-30 20:00:03,Paris,33.93,50.5,35.06,33.93,50.5,35.06
2019-01-06 20:00:05,Paris,34.13,51.25,35.18,34.13,51.25,35.18
2019-01-20 20:00:03,Paris,34.05,50.53,35.19,34.05,50.53,35.19
2019-01-27 20:00:03,Paris,34.0,50.5,35.13,34.0,50.5,35.13
2018-10-17 09:53:16,Paris,31.03,50.83,30.28,28.35,45.69,28.35
2018-10-31 14:36:13,Paris,31.03,51.72,30.89,5.56,5.56,5.56
2018-10-31 18:43:28,Paris,12.77,18.4,13.29,4.38,5.44,4.38
2018-11-04 22:38:12,Paris,30.95,51.86,31.9,30.95,51.86,31.9
2018-11-06 09:32:57,Paris,30.83,51.75,31.68,30.83,51.75,31.68
2018-11-07 23:35:55,Paris,30.83,51.72,31.65,30.83,51.72,31.65
2018-11-11 20:00:01,Paris,30.69,51.9,31.47,30.69,51.9,31.47
2018-11-15 19:03:05,Paris,30.68,51.85,31.41,30.68,51.85,31.41
2018-11-25 20:00:03,Paris,30.65,51.03,31.41,30.65,51.03,31.41
2018-12-02 20:00:03,Paris,30.65,51.72,31.24,30.65,51.72,31.24
2018-12-09 20:00:03,Paris,30.61,51.41,31.12,30.61,51.41,31.12
2018-12-16 20:00:03,Paris,30.43,50.68,30.99,30.43,50.68,30.99
2018-12-23 20:00:02,Paris,30.3,50.0,30.84,30.3,50.0,30.84
2018-12-30 20:00:03,Paris,30.26,48.81,30.97,30.26,48.81,30.97
2019-01-06 20:00:05,Paris,30.0,50.0,31.07,30.0,50.0,31.07
2019-01-20 20:00:03,Paris,29.79,50.0,30.93,29.79,50.0,30.93
2019-01-27 20:00:03,Paris,29.73,50.0,30.91,29.73,50.0,30.91
2018-10-17 09:53:16,Paris,32.41,49.55,32.84,46.39,46.39,46.39
2018-10-31 14:36:13,Paris,32.5,51.85,33.07,36.98,45.45,36.98
2018-10-31 18:43:28,Paris,15.33,29.03,20.03,36.98,45.45,36.98
2018-11-04 22:38:12,Paris,31.52,50.0,32.85,31.52,50.0,32.85
2018-11-06 09:32:57,Paris,31.62,50.0,32.87,31.62,50.0,32.87
2018-11-07 23:35:55,Paris,31.75,50.0,32.93,31.75,50.0,32.93
2018-11-11 20:00:01,Paris,31.58,49.6,32.91,31.58,49.6,32.91
2018-11-15 19:03:05,Paris,31.78,49.77,33.09,31.78,49.77,33.09
2018-11-25 20:00:03,Paris,31.74,50.0,32.96,31.74,50.0,32.96
2018-12-02 20:00:03,Paris,31.82,50.04,33.03,31.82,50.04,33.03
2018-12-09 20:00:03,Paris,32.0,51.95,33.28,32.0,51.95,33.28
2018-12-16 20:00:03,Paris,32.0,52.05,33.35,32.0,52.05,33.35
2018-12-23 20:00:02,Paris,32.0,51.89,33.32,32.0,51.89,33.32
2018-12-30 20:00:03,Paris,31.82,50.42,33.29,31.82,50.42,33.29
2019-01-06 20:00:05,Paris,32.0,52.33,33.34,32.0,52.33,33.34
2019-01-20 20:00:03,Paris,31.82,52.3,33.18,31.82,52.3,33.18
2019-01-27 20:00:03,Paris,31.89,51.89,33.19,31.89,51.89,33.19
2018-10-31 14:36:13,Aix-en-Provence,10.98,17.46,11.44,8.99,15.41,9.51
2018-11-02 14:19:14,Aix-en-Provence,7.64,12.04,8.17,7.64,12.04,8.17
2018-11-03 10:40:17,Aix-en-Provence,7.65,11.97,8.21,7.65,11.97,8.21
2018-11-04 22:38:12,Aix-en-Provence,17.69,28.69,18.95,17.69,28.69,18.95
2018-11-06 09:32:57,Aix-en-Provence,17.5,28.61,18.29,17.5,28.61,18.29
2018-11-07 23:35:55,Aix-en-Provence,17.76,28.71,18.98,17.76,28.71,18.98
2018-11-11 20:00:01,Aix-en-Provence,17.76,28.71,18.98,17.76,28.71,18.98
2018-11-15 19:03:05,Aix-en-Provence,17.76,28.71,18.98,17.76,28.71,18.98
2018-11-25 20:00:03,Aix-en-Provence,17.76,28.71,18.98,17.76,28.71,18.98
2018-12-02 20:00:03,Aix-en-Provence,17.76,28.71,18.98,17.76,28.71,18.98
2018-12-09 20:00:03,Aix-en-Provence,17.76,28.71,18.98,17.76,28.71,18.98
2018-12-16 20:00:03,Aix-en-Provence,17.76,28.71,18.98,17.76,28.71,18.98
