CODGEO,Libellé commune ou ARM,Région,Département,École maternelle,École maternelle avec cantine,École maternelle appartenant à un EP,École maternelle en RPIC,École maternelle de RPI dispersé,École maternelle de RPI dispersé avec cantine,École maternelle en RPIC appartenant à un EP,École élémentaire,École élémentaire avec cantine,École élémentaire avec classe pré-élémentaire,École élémentaire appartenant à un EP,École élémentaire en RPIC,École élémentaire de RPI dispersé,École élémentaire de RPI dispersé avec cantine,École élémentaire de RPI dispersé avec École pré-élémentaire,École élémentaire de RPI dispersé appartenant à un EP
27140,Chambray,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27141,Champ-Dolent,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27142,Champenard,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27143,Champignolles,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27144,Champigny-la-Futelaye,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27146,La Chapelle-Bayvel,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27147,La Chapelle-du-Bois-des-Faulx,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27148,La Chapelle-Gauthier,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27149,La Chapelle-Hareng,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27151,Charleval,28,27,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27152,Château-sur-Epte,28,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
27153,Chauvincourt-Provemont,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27154,Chavigny-Bailleul,28,27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
27155,Chennebrun,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
27156,Chéronvilliers,28,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27157,Marbois,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27158,Cierrey,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27161,Claville,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27162,Collandres-Quincarnon,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27163,Colletot,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27164,Combon,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27165,Conches-en-Ouche,28,27,2,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0
27167,Condé-sur-Risle,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27168,Connelles,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27169,Conteville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
27170,Cormeilles,28,27,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
27171,Le Cormier,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27173,Corneville-la-Fouquetière,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27174,Corneville-sur-Risle,28,27,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27175,Corny,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27176,Coudray,28,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27177,Coudres,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27179,Courbépine,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27180,Courcelles-sur-Seine,28,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
27181,Courdemanche,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27182,Courteilles,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27183,La Couture-Boussey,28,27,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27184,Crasville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27185,Crestot,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27187,Criquebeuf-la-Campagne,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27188,Criquebeuf-sur-Seine,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27189,La Croisille,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27190,Croisy-sur-Eure,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27191,Clef Vallée d'Eure,28,27,0,0,0,0,0,0,0,1,1,1,0,0,2,1,1,0
27192,Crosville-la-Vieille,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27193,Croth,28,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
27194,Cuverville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27196,Les Damps,28,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
27198,Mesnils-sur-Iton,28,27,1,1,0,0,0,0,0,3,3,2,0,0,0,0,0,0
27199,Dangu,28,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
27200,Dardez,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27201,Daubeuf-la-Campagne,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27202,Daubeuf-près-Vatteville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27203,Douains,28,27,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
27204,Doudeauville-en-Vexin,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27205,Douville-sur-Andelle,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27206,Droisy,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27207,Drucourt,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
27208,Duranville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27209,Écaquelon,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
27210,Écardenville-la-Campagne,28,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27212,Écauville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27213,Vexin-sur-Epte,28,27,3,1,0,0,0,0,0,10,4,1,0,0,1,0,1,0
27214,Écouis,28,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27215,Ecquetot,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27216,Émalleville,28,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27217,Émanville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27218,Épaignes,28,27,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
27219,Épégard,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27220,Épieds,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27222,Épreville-en-Lieuvin,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27224,Épreville-près-le-Neubourg,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27226,Étrépagny,28,27,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0
27227,Étréville,28,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
27228,Éturqueraye,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27229,Évreux,28,27,13,12,7,0,0,0,0,23,22,7,8,0,0,0,0,0
27230,Ézy-sur-Eure,28,27,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27231,Fains,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27232,Farceaux,28,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27233,Fatouville-Grestain,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27234,Fauville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27235,Faverolles-la-Campagne,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27237,Le Favril,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27238,Ferrières-Haut-Clocher,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
27239,Ferrières-Saint-Hilaire,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27240,La Ferrière-sur-Risle,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
27241,Feuguerolles,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27242,Le Fidelaire,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
27243,Fiquefleur-Équainville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27245,Fleury-la-Forêt,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27246,Fleury-sur-Andelle,28,27,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27247,Flipou,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27248,Folleville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27249,Fontaine-Bellenger,28,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
27251,Fontaine-l'Abbé,28,27,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27252,Fontaine-la-Louvet,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27254,Fontaine-sous-Jouy,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27256,La Forêt-du-Parc,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
27258,Fort-Moville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27259,Foucrainville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27260,Foulbec,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27261,Fouqueville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27263,Fourmetot,28,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
27266,Franqueville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
27267,Freneuse-sur-Risle,28,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27268,Le Fresne,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27269,Fresne-Cauverville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27270,Fresne-l'Archevêque,28,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27271,Fresney,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27273,Gadencourt,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27275,Gaillon,28,27,3,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0
27276,Gamaches-en-Vexin,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27277,La Baronnie,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
27278,Garennes-sur-Eure,28,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
27279,Gasny,28,27,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27280,Gauciel,28,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
27281,Gaudreville-la-Rivière,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27282,Gauville-la-Campagne,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27284,Gisors,28,27,2,2,0,0,0,0,0,5,5,2,0,0,0,0,0,0
27285,Giverny,28,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27286,Giverville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
27287,Glisolles,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27288,Glos-sur-Risle,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27289,La Goulafrière,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27290,Goupillières,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
27291,Gournay-le-Guérin,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27294,Val d'Orger,28,27,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
27295,Grand-Camp,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27297,Grandvilliers,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27298,Graveron-Sémerville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27299,Gravigny,28,27,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27300,Grosley-sur-Risle,28,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27301,Grossoeuvre,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27302,Le Bosc du Theil,28,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
27304,Guerny,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27306,Guichainville,28,27,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27307,Guiseniers,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
27309,L'Habit,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27310,Hacqueville,28,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27311,Harcourt,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27312,Hardencourt-Cocherel,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27313,La Harengère,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
27315,Harquency,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27316,Hauville,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27317,La Haye-Aubrée,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27318,La Haye-de-Calleville,28,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27319,La Haye-de-Routot,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27320,La Haye-du-Theil,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27321,La Haye-le-Comte,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27322,La Haye-Malherbe,28,27,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
27323,La Haye-Saint-Sylvestre,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27324,Hébécourt,28,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27325,Hecmanville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27326,Hécourt,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27327,Hectomare,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27329,Hennezis,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
27330,Herqueville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27331,Heubécourt-Haricourt,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27332,Heudebouville,28,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
27333,Heudicourt,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
27334,Heudreville-en-Lieuvin,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27335,Heudreville-sur-Eure,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27336,La Heunière,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27337,Heuqueville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27338,Les Hogues,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27339,Hondouville,28,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
27340,Honguemare-Guenouville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
27341,L'Hosmes,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27342,Houetteville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27343,Houlbec-Cocherel,28,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
27345,La Houssaye,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27346,Houville-en-Vexin,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27347,Huest,28,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
27348,Igoville,28,27,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27349,Illeville-sur-Montfort,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27350,Illiers-l'Évêque,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27351,Incarville,28,27,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27353,Irreville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27354,Iville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
27355,Ivry-la-Bataille,28,27,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27358,Jouy-sur-Eure,28,27,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
27359,Juignettes,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27360,Jumelles,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27361,La Lande-Saint-Léger,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27363,Le Landin,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27364,Launay,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27365,Léry,28,27,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27366,Letteguives,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27367,Lieurey,28,27,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27368,Lignerolles,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27369,Lilly,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27370,Lisors,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27371,Livet-sur-Authou,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27372,Longchamps,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27373,Lorleau,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27374,Louversey,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
27375,Louviers,28,27,8,8,3,0,0,0,0,8,7,1,2,0,0,0,0,0
27376,Louye,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27377,Lyons-la-Forêt,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
27378,La Madeleine-de-Nonancourt,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27379,Mainneville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27380,Malleville-sur-le-Bec,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27381,Malouy,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27382,Mandeville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27383,Mandres,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27384,Manneville-la-Raoult,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
27385,Manneville-sur-Risle,28,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
27386,Le Manoir,28,27,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27388,Marais-Vernier,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27389,Marbeuf,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27390,Marcilly-la-Campagne,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27391,Marcilly-sur-Eure,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27392,Martagny,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27393,Martainville,28,27,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
27394,Martot,28,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27395,Mélicourt,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27396,Ménesqueville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
27397,Ménilles,28,27,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27398,Menneval,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27399,Mercey,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27400,Merey,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27401,Le Mesnil-Fuguet,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27402,Le Mesnil-Hardray,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27403,Le Mesnil-Jourdain,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27404,Mesnil-Rousset,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27405,Mesnil-sous-Vienne,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27406,Mesnil-sur-l'Estrée,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27407,Mesnil-Verclives,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27408,Mézières-en-Vexin,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
27410,Miserey,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27411,Moisville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27412,Terres de Bord,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27413,Montfort-sur-Risle,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27414,Montreuil-l'Argillé,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27415,Morainville-Jouveaux,28,27,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27416,Buis-sur-Damville,28,27,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
27417,Morgny,28,27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
27418,Morsan,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27419,Mouettes,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
27420,Mouflaines,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27421,Mousseaux-Neuville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
27422,Muids,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
27423,Muzy,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27424,Nagel-Séez-Mesnil,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27425,Nassandres sur Risle,28,27,1,0,0,0,2,1,0,1,0,0,0,0,1,1,0,0
27426,Neaufles-Saint-Martin,28,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
27427,Neaufles-Auvergny,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
27428,Le Neubourg,28,27,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0
27429,Neuilly,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27430,La Neuve-Grange,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27431,La Neuve-Lyre,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27432,La Neuville-du-Bosc,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27433,Neuville-sur-Authou,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27434,Noards,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27435,La Noë-Poulain,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27436,Nogent-le-Sec,28,27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
27437,Nojeon-en-Vexin,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27438,Nonancourt,28,27,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27439,Normanville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
27440,Notre-Dame-de-l'Isle,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27441,Notre-Dame-d'Épine,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27442,Notre-Dame-du-Hamel,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27444,Le Noyer-en-Ouche,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27445,Noyers,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27446,Ormes,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27447,Orvaux,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27448,Pacy-sur-Eure,28,27,2,2,0,0,0,0,0,3,3,2,0,1,0,0,0,0
27451,Parville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27453,Perriers-sur-Andelle,28,27,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27454,Perruel,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27455,Piencourt,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27456,Pinterville,28,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
27457,Piseux,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27458,Pîtres,28,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
27459,Les Places,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27460,Plainville,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27462,Le Planquay,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27463,Plasnes,28,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
27464,Le Plessis-Grohan,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27465,Le Plessis-Hébert,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27466,Le Plessis-Sainte-Opportune,28,27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
27467,Pont-Audemer,28,27,2,2,0,0,0,0,0,4,4,2,0,0,0,0,0,0
27468,Pont-Authou,28,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
27469,Pont-de-l'Arche,28,27,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27470,Pont-Saint-Pierre,28,27,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27471,Porte-Joie,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27472,Portes,28,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27473,Port-Mort,28,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
