CODGEO,Libellé commune ou ARM,Région,Département,École maternelle,École maternelle avec cantine,École maternelle appartenant à un EP,École maternelle en RPIC,École maternelle de RPI dispersé,École maternelle de RPI dispersé avec cantine,École maternelle en RPIC appartenant à un EP,École élémentaire,École élémentaire avec cantine,École élémentaire avec classe pré-élémentaire,École élémentaire appartenant à un EP,École élémentaire en RPIC,École élémentaire de RPI dispersé,École élémentaire de RPI dispersé avec cantine,École élémentaire de RPI dispersé avec École pré-élémentaire,École élémentaire de RPI dispersé appartenant à un EP
01001,L'Abergement-Clémenciat,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01002,L'Abergement-de-Varey,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01004,Ambérieu-en-Bugey,84,01,3,3,0,0,0,0,0,4,3,2,0,0,0,0,0,0
01005,Ambérieux-en-Dombes,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01006,Ambléon,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01007,Ambronay,84,01,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
01008,Ambutrix,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01009,Andert-et-Condon,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01010,Anglefort,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01011,Apremont,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
01012,Aranc,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
01013,Arandas,84,01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01014,Arbent,84,01,2,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0
01015,Arboys en Bugey,84,01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01016,Arbigny,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01017,Argis,84,01,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
01019,Armix,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01021,Ars-sur-Formans,84,01,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0
01022,Artemare,84,01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01023,Asnières-sur-Saône,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01024,Attignat,84,01,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
01025,Bâgé-la-Ville,84,01,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
01026,Bâgé-le-Châtel,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
01027,Balan,84,01,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
01028,Baneins,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01029,Beaupont,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
01030,Beauregard,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01031,Bellignat,84,01,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
01032,Béligneux,84,01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01033,Bellegarde-sur-Valserine,84,01,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0
01034,Belley,84,01,2,2,0,0,0,0,0,4,4,1,0,0,0,0,0,0
01035,Belleydoux,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01036,Belmont-Luthézieu,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01037,Bénonces,84,01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01038,Bény,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01039,Béon,84,01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01040,Béréziat,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
01041,Bettant,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01042,Bey,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01043,Beynost,84,01,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
01044,Billiat,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01045,Birieux,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01046,Biziat,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
01047,Blyes,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01049,La Boisse,84,01,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
01050,Boissey,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
01051,Bolozon,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01052,Bouligneux,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01053,Bourg-en-Bresse,84,01,3,3,0,0,0,0,0,20,20,16,0,0,0,0,0,0
01054,Bourg-Saint-Christophe,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
01056,Boyeux-Saint-Jérôme,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01057,Boz,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01058,Brégnier-Cordon,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01059,Brénaz,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01060,Brénod,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01061,Brens,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01062,Bressolles,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01063,Brion,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01064,Briord,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01065,Buellas,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01066,La Burbanche,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01067,Ceignes,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01068,Cerdon,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01069,Certines,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
01071,Cessy,84,01,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
01072,Ceyzériat,84,01,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
01073,Ceyzérieu,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01074,Chalamont,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01075,Chaleins,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01076,Chaley,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01077,Challes-la-Montagne,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01078,Challex,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01079,Champagne-en-Valromey,84,01,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0
01080,Champdor-Corcelles,84,01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
01081,Champfromier,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01082,Chanay,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01083,Chaneins,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01084,Chanoz-Châtenay,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
01085,La Chapelle-du-Châtelard,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01087,Charix,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01088,Charnoz-sur-Ain,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01089,Château-Gaillard,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01090,Châtenay,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
01091,Châtillon-en-Michaille,84,01,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
01092,Châtillon-la-Palud,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01093,Châtillon-sur-Chalaronne,84,01,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0
01094,Chavannes-sur-Reyssouze,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
01095,Nivigne et Suran,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01096,Chaveyriat,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
01097,Chavornay,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01098,Chazey-Bons,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01099,Chazey-sur-Ain,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01100,Cheignieu-la-Balme,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01101,Chevillard,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01102,Chevroux,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01103,Chevry,84,01,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0
01104,Chézery-Forens,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
01105,Civrieux,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01106,Cize,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01107,Cleyzieu,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01108,Coligny,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01109,Collonges,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01110,Colomieu,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01111,Conand,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01112,Condamine,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01113,Condeissiat,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01114,Confort,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01115,Confrançon,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
01116,Contrevoz,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01117,Conzieu,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01118,Corbonod,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01121,Corlier,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01122,Cormaranche-en-Bugey,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01123,Cormoranche-sur-Saône,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01124,Cormoz,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01125,Corveissiat,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01127,Courmangoux,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01128,Courtes,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01129,Crans,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01130,Cras-sur-Reyssouze,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01133,Cressin-Rochefort,84,01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01134,Crottet,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01135,Crozet,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01136,Cruzilles-lès-Mépillat,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01138,Culoz,84,01,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
01139,Curciat-Dongalon,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
01140,Curtafond,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
01141,Cuzieu,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01142,Dagneux,84,01,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0
01143,Divonne-les-Bains,84,01,2,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0
01144,Dommartin,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01145,Dompierre-sur-Veyle,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01146,Dompierre-sur-Chalaronne,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01147,Domsure,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
01148,Dortan,84,01,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
01149,Douvres,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01150,Drom,84,01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01151,Druillat,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01152,Échallon,84,01,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
01153,Échenevex,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01154,Étrez,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01155,Évosges,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01156,Faramans,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01157,Fareins,84,01,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
01158,Farges,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01159,Feillens,84,01,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
01160,Ferney-Voltaire,84,01,2,2,0,0,0,0,0,4,3,2,0,0,0,0,0,0
01162,Flaxieu,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01163,Foissiat,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01165,Francheleins,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01166,Frans,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01167,Garnerans,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01169,Genouilleux,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
01170,Béard-Géovreissiat,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01171,Géovreisset,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01173,Gex,84,01,3,2,0,0,0,0,0,5,3,1,0,0,0,0,0,0
01174,Giron,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01175,Gorrevod,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01177,Grand-Corent,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01179,Grièges,84,01,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
01180,Grilly,84,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01181,Groissiat,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01183,Guéreins,84,01,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0
01184,Hautecourt-Romanèche,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
01185,Hauteville-Lompnes,84,01,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
01186,Hostiaz,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01187,Haut Valromey,84,01,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
01188,Illiat,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01189,Injoux-Génissiat,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01190,Innimond,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01191,Izenave,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01192,Izernore,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01193,Izieu,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01194,Jassans-Riottier,84,01,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0
01195,Jasseron,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01196,Jayat,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01197,Journans,84,01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
01198,Joyeux,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01199,Jujurieux,84,01,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
01200,Labalme,84,01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01202,Lagnieu,84,01,3,3,0,0,0,0,0,3,2,1,0,0,0,0,0,0
01203,Laiz,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01204,Le Poizat-Lalleyriat,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01205,Lancrans,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01206,Lantenay,84,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
01207,Lapeyrouse,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01208,Lavours,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01209,Léaz,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01210,Lélex,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01211,Lent,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01212,Lescheroux,84,01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
01213,Leyment,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01214,Leyssard,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01215,Lhôpital,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01216,Lhuis,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01218,Lochieu,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01219,Lompnas,84,01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01221,Lompnieu,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01224,Loyettes,84,01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01225,Lurcy,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01227,Magnieu,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01228,Maillat,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01229,Malafretaz,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01230,Mantenay-Montlin,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
01231,Manziat,84,01,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
01232,Marboz,84,01,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
01233,Marchamp,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01234,Marignieu,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01235,Marlieux,84,01,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
01236,Marsonnas,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
01237,Martignat,84,01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01238,Massieux,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01239,Massignieu-de-Rives,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01240,Matafelon-Granges,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01241,Meillonnas,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01242,Mérignat,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01243,Messimy-sur-Saône,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01244,Meximieux,84,01,2,2,0,0,0,0,0,6,6,2,0,0,0,0,0,0
01245,Bohas-Meyriat-Rignat,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
01246,Mézériat,84,01,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
01247,Mijoux,84,01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01248,Mionnay,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01249,Miribel,84,01,1,1,0,0,0,0,0,5,4,4,0,0,0,0,0,0
01250,Misérieux,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01252,Mogneneins,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
01254,Montagnat,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01255,Montagnieu,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01257,Montanges,84,01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01258,Montceaux,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01259,Montcet,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
01260,Le Montellier,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
01261,Monthieux,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01262,Montluel,84,01,1,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0
01263,Montmerle-sur-Saône,84,01,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0
01264,Montracol,84,01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
01265,Montréal-la-Cluse,84,01,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01266,Montrevel-en-Bresse,84,01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01267,Nurieux-Volognat,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01268,Murs-et-Gélignieux,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01269,Nantua,84,01,1,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0
01272,Neuville-les-Dames,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01273,Neuville-sur-Ain,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01274,Les Neyrolles,84,01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01275,Neyron,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01276,Niévroz,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01277,Nivollet-Montgriffon,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01279,Oncieu,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01280,Ordonnaz,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01281,Ornex,84,01,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
01282,Outriaz,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01283,Oyonnax,84,01,11,11,10,0,0,0,0,10,9,2,7,0,0,0,0,0
01284,Ozan,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
01285,Parcieux,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01286,Parves et Nattages,84,01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
01288,Péron,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01289,Péronnas,84,01,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
01290,Pérouges,84,01,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
01291,Perrex,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01293,Peyriat,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01294,Peyrieu,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01295,Peyzieux-sur-Saône,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
01296,Pirajoux,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01297,Pizay,84,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
01298,Plagne,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01299,Le Plantay,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
01301,Polliat,84,01,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
01302,Pollieu,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01303,Poncin,84,01,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
01304,Pont-d'Ain,84,01,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01305,Pont-de-Vaux,84,01,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
01306,Pont-de-Veyle,84,01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01307,Port,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01308,Pougny,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01309,Pouillat,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01310,Prémeyzel,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01311,Prémillieu,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01313,Prévessin-Moëns,84,01,2,2,0,0,0,0,0,4,2,1,0,0,0,0,0,0
01314,Priay,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01317,Ramasse,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01318,Rancé,84,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
01319,Relevant,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
01320,Replonges,84,01,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
01321,Revonnas,84,01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01322,Reyrieux,84,01,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0
01323,Reyssouze,84,01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
01325,Rignieux-le-Franc,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01328,Romans,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
01329,Rossillon,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01330,Ruffieu,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01331,Saint-Alban,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01332,Saint-André-de-Bâgé,84,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01333,Saint-André-de-Corcy,84,01,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
01334,Saint-André-d'Huiriat,84,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01335,Saint-André-le-Bouchoux,84,01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
01336,Saint-André-sur-Vieux-Jonc,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01337,Saint-Bénigne,84,01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
