date_extraction,nom_commune,prix_appartement_bas_m2_vente,prix_appartement_haut_m2_vente,prix_appartement_moyen_m2_vente,prix_maison_bas_m2_vente,prix_maison_haut_m2_vente,prix_maison_moyen_m2_vente
2018-11-06 09:33:17,Strasbourg,3867.35,5668.09,3926.27,3867.35,5668.09,3926.27
2018-11-07 23:25:12,Strasbourg,3571.43,5520.0,3707.13,3571.43,5520.0,3707.13
2018-11-11 20:30:02,Strasbourg,3565.16,5520.0,3700.34,3565.16,5520.0,3700.34
2018-11-15 19:09:09,Strasbourg,3565.16,5520.0,3699.13,3565.16,5520.0,3699.13
2018-11-25 20:30:02,Strasbourg,3586.96,5520.83,3706.96,3586.96,5520.83,3706.96
2018-12-02 20:30:01,Strasbourg,3571.43,5528.06,3693.98,3571.43,5528.06,3693.98
2018-12-16 20:30:01,Strasbourg,3546.48,5539.08,3693.35,3546.48,5539.08,3693.35
2018-12-23 20:30:02,Strasbourg,3540.07,5533.33,3694.34,3540.07,5533.33,3694.34
2018-12-30 20:30:02,Strasbourg,3500.0,5569.55,3666.06,3500.0,5569.55,3666.06
2019-01-06 20:30:02,Strasbourg,3523.49,5670.45,3693.35,3523.49,5670.45,3693.35
2019-01-20 20:30:02,Strasbourg,3450.0,5670.45,3631.41,3450.0,5670.45,3631.41
2019-01-27 20:30:02,Strasbourg,3450.0,5670.45,3631.41,3450.0,5670.45,3631.41
2018-10-31 14:39:05,Clermont-Ferrand,1924.53,3374.63,2091.68,1844.64,2594.26,1873.1
2018-11-04 22:39:35,Clermont-Ferrand,1926.83,3333.66,2087.3,1926.83,3333.66,2087.3
2018-11-06 09:33:17,Clermont-Ferrand,2083.72,4570.0,2482.69,2083.72,4570.0,2482.69
2018-11-07 23:25:12,Clermont-Ferrand,2083.72,4570.0,2482.69,2083.72,4570.0,2482.69
2018-11-11 20:30:02,Clermont-Ferrand,2074.07,4570.0,2472.04,2074.07,4570.0,2472.04
2018-11-15 19:09:09,Clermont-Ferrand,2071.43,4570.0,2459.6,2071.43,4570.0,2459.6
2018-11-25 20:30:02,Clermont-Ferrand,2058.82,4523.05,2430.44,2058.82,4523.05,2430.44
2018-12-02 20:30:01,Clermont-Ferrand,2158.11,4692.22,2588.1,2158.11,4692.22,2588.1
2018-12-16 20:30:01,Clermont-Ferrand,2140.94,4688.33,2563.8,2140.94,4688.33,2563.8
2018-12-23 20:30:02,Clermont-Ferrand,2159.26,4692.22,2589.56,2159.26,4692.22,2589.56
2018-12-30 20:30:02,Clermont-Ferrand,2128.71,4675.0,2542.04,2128.71,4675.0,2542.04
2019-01-06 20:30:02,Clermont-Ferrand,2063.49,4623.33,2454.34,2063.49,4623.33,2454.34
2019-01-20 20:30:02,Clermont-Ferrand,2027.03,4517.44,2374.35,2027.03,4517.44,2374.35
2019-01-27 20:30:02,Clermont-Ferrand,2027.03,4517.44,2374.35,2027.03,4517.44,2374.35
2018-10-31 14:39:05,Tourcoing,1703.12,2692.07,1733.81,2309.57,3925.89,2435.63
2018-11-04 22:39:35,Tourcoing,1690.91,2723.82,1789.64,1690.91,2723.82,1789.64
2018-11-06 09:33:17,Tourcoing,1787.88,2988.71,1889.66,1787.88,2988.71,1889.66
2018-11-07 23:25:12,Tourcoing,1741.18,3018.27,1868.07,1741.18,3018.27,1868.07
2018-11-11 20:30:02,Tourcoing,1741.18,2998.39,1868.13,1741.18,2998.39,1868.13
2018-11-15 19:09:09,Tourcoing,1745.1,2990.32,1873.01,1745.1,2990.32,1873.01
2018-11-25 20:30:02,Tourcoing,1793.28,2926.58,1901.19,1793.28,2926.58,1901.19
2018-12-02 20:30:01,Tourcoing,1852.46,3026.08,1942.57,1852.46,3026.08,1942.57
2018-12-16 20:30:01,Tourcoing,1870.81,2995.16,1955.04,1870.81,2995.16,1955.04
2018-12-23 20:30:02,Tourcoing,1870.81,2964.62,1955.15,1870.81,2964.62,1955.15
2018-12-30 20:30:02,Tourcoing,1892.86,2900.0,1961.86,1892.86,2900.0,1961.86
2019-01-06 20:30:02,Tourcoing,1841.59,2819.39,1910.99,1841.59,2819.39,1910.99
2019-01-20 20:30:02,Tourcoing,1796.3,2794.39,1884.38,1796.3,2794.39,1884.38
2019-01-27 20:30:02,Tourcoing,1796.3,2794.39,1884.38,1796.3,2794.39,1884.38
2018-10-31 14:39:05,Mulhouse,1533.33,2976.08,1665.48,2281.25,4322.81,2434.38
2018-11-04 22:39:35,Mulhouse,1375.0,2918.73,1539.15,1375.0,2918.73,1539.15
2018-11-06 09:33:17,Mulhouse,1390.65,3156.25,1602.39,1390.65,3156.25,1602.39
2018-11-07 23:25:12,Mulhouse,1947.22,3518.5,2014.77,1947.22,3518.5,2014.77
2018-11-11 20:30:02,Mulhouse,1915.0,3513.51,1996.7,1915.0,3513.51,1996.7
2018-11-15 19:09:09,Mulhouse,1375.0,3100.0,1580.53,1375.0,3100.0,1580.53
2018-11-25 20:30:02,Mulhouse,1369.23,3051.95,1581.17,1369.23,3051.95,1581.17
2018-12-02 20:30:01,Mulhouse,1929.15,3513.51,1995.95,1929.15,3513.51,1995.95
2018-12-16 20:30:01,Mulhouse,1919.19,3513.27,1989.95,1919.19,3513.27,1989.95
2018-12-23 20:30:02,Mulhouse,1934.7,3511.11,2001.54,1934.7,3511.11,2001.54
2018-12-30 20:30:02,Mulhouse,1898.08,3467.32,5634.13,1898.08,3467.32,5634.13
2019-01-06 20:30:02,Mulhouse,1900.0,3465.36,4359.67,1900.0,3465.36,4359.67
2019-01-20 20:30:02,Mulhouse,1872.0,3478.66,8789.01,1872.0,3478.66,8789.01
2019-01-27 20:30:02,Mulhouse,1872.0,3484.8,8800.44,1872.0,3484.8,8800.44
2018-10-31 14:39:05,Rouen,2548.32,4008.78,2510.4,1888.6,3138.75,1954.77
2018-11-04 22:39:35,Rouen,2539.68,3995.84,2492.38,2539.68,3995.84,2492.38
2018-11-06 09:33:17,Rouen,2597.01,4111.11,2572.71,2597.01,4111.11,2572.71
2018-11-07 23:25:12,Rouen,2626.77,4147.73,2609.34,2626.77,4147.73,2609.34
2018-11-11 20:30:02,Rouen,2625.0,4142.86,2604.3,2625.0,4142.86,2604.3
2018-11-15 19:09:09,Rouen,2617.65,4104.84,2587.7,2617.65,4104.84,2587.7
2018-11-25 20:30:02,Rouen,2636.36,4105.22,2617.8,2636.36,4105.22,2617.8
2018-12-02 20:30:01,Rouen,2640.62,4143.56,2637.91,2640.62,4143.56,2637.91
2018-12-16 20:30:01,Rouen,2656.25,4295.45,2661.16,2656.25,4295.45,2661.16
2018-12-23 20:30:02,Rouen,2656.72,4444.11,2671.71,2656.72,4444.11,2671.71
2018-12-30 20:30:02,Rouen,2636.36,4385.37,2651.44,2636.36,4385.37,2651.44
2019-01-06 20:30:02,Rouen,2637.36,4392.0,2655.33,2637.36,4392.0,2655.33
2019-01-20 20:30:02,Rouen,2616.82,4383.65,2635.94,2616.82,4383.65,2635.94
2019-01-27 20:30:02,Rouen,2616.82,4383.65,2635.94,2616.82,4383.65,2635.94
2018-10-31 14:39:05,Le Havre,4658.77,7599.17,5127.53,1888.6,3138.75,1954.77
2018-11-04 22:39:35,Le Havre,1862.41,3500.0,1994.59,1862.41,3500.0,1994.59
2018-11-06 09:33:17,Le Havre,1893.94,3577.35,2064.22,1893.94,3577.35,2064.22
2018-11-07 23:25:12,Le Havre,1893.94,3580.95,2066.82,1893.94,3580.95,2066.82
2018-11-11 20:30:02,Le Havre,1893.94,3578.43,2067.69,1893.94,3578.43,2067.69
2018-11-15 19:09:09,Le Havre,1896.55,3576.47,2065.65,1896.55,3576.47,2065.65
2018-11-25 20:30:02,Le Havre,1907.14,3567.59,2077.57,1907.14,3567.59,2077.57
2018-12-02 20:30:01,Le Havre,1906.98,3565.22,2071.39,1906.98,3565.22,2071.39
2018-12-16 20:30:01,Le Havre,1900.0,3545.45,2059.85,1900.0,3545.45,2059.85
2018-12-23 20:30:02,Le Havre,1880.0,3536.23,2029.57,1880.0,3536.23,2029.57
2018-12-30 20:30:02,Le Havre,1868.42,3536.23,2022.54,1868.42,3536.23,2022.54
2019-01-06 20:30:02,Le Havre,1857.14,3539.96,2021.99,1857.14,3539.96,2021.99
2019-01-20 20:30:02,Le Havre,1818.18,3536.23,1999.26,1818.18,3536.23,1999.26
2019-01-27 20:30:02,Le Havre,1818.18,3536.23,1999.26,1818.18,3536.23,1999.26
2018-10-31 14:39:05,Le Mans,1481.76,2478.0,1564.57,2762.64,4218.87,2843.96
2018-11-04 22:39:35,Le Mans,1479.32,2476.2,1562.8,1479.32,2476.2,1562.8
2018-11-06 09:33:17,Le Mans,1433.73,2752.89,1550.98,1433.73,2752.89,1550.98
2018-11-07 23:25:12,Le Mans,1500.0,2826.2,1629.99,1500.0,2826.2,1629.99
2018-11-11 20:30:02,Le Mans,1473.62,2794.62,1607.11,1473.62,2794.62,1607.11
2018-11-15 19:09:09,Le Mans,1474.37,2779.72,1606.52,1474.37,2779.72,1606.52
2018-11-25 20:30:02,Le Mans,1562.5,3006.83,1724.82,1562.5,3006.83,1724.82
2018-12-02 20:30:01,Le Mans,1475.0,2766.67,1616.95,1475.0,2766.67,1616.95
2018-12-16 20:30:01,Le Mans,1479.32,2794.53,1626.1,1479.32,2794.53,1626.1
2018-12-23 20:30:02,Le Mans,1537.63,3004.8,1701.98,1537.63,3004.8,1701.98
2018-12-30 20:30:02,Le Mans,1474.36,2794.62,1618.78,1474.36,2794.62,1618.78
2019-01-06 20:30:02,Le Mans,1471.93,2737.7,1607.59,1471.93,2737.7,1607.59
2019-01-20 20:30:02,Le Mans,1471.34,2715.52,1597.38,1471.34,2715.52,1597.38
2019-01-27 20:30:02,Le Mans,1471.34,2715.52,1597.38,1471.34,2715.52,1597.38
2018-10-31 14:39:05,Villeurbanne,2182.38,3617.5,2279.21,2762.64,4218.87,2843.96
2018-11-04 22:39:35,Villeurbanne,3219.36,5473.11,3404.71,3219.36,5473.11,3404.71
2018-11-06 09:33:17,Villeurbanne,3500.0,5750.0,3742.45,3500.0,5750.0,3742.45
2018-11-07 23:25:12,Villeurbanne,3613.84,5784.63,3853.23,3613.84,5784.63,3853.23
2018-11-11 20:30:02,Villeurbanne,3590.36,5767.4,3840.95,3590.36,5767.4,3840.95
2018-11-15 19:09:09,Villeurbanne,3593.75,5772.41,3840.21,3593.75,5772.41,3840.21
2018-11-25 20:30:02,Villeurbanne,3650.39,5816.28,3864.99,3650.39,5816.28,3864.99
2018-12-02 20:30:01,Villeurbanne,3717.95,5865.85,3906.1,3717.95,5865.85,3906.1
2018-12-16 20:30:01,Villeurbanne,3762.89,5850.38,3923.47,3762.89,5850.38,3923.47
2018-12-23 20:30:02,Villeurbanne,3797.75,5872.5,3951.22,3797.75,5872.5,3951.22
2018-12-30 20:30:02,Villeurbanne,3775.4,5871.79,3928.55,3775.4,5871.79,3928.55
2019-01-06 20:30:02,Villeurbanne,3800.0,5876.92,3952.12,3800.0,5876.92,3952.12
2019-01-20 20:30:02,Villeurbanne,3787.88,5892.77,3936.28,3787.88,5892.77,3936.28
2019-01-27 20:30:02,Villeurbanne,3787.88,5892.77,3936.28,3787.88,5892.77,3936.28
2018-10-31 14:39:05,Montpellier,3939.18,4940.19,3780.36,1945.34,2900.17,1963.54
2018-11-04 22:39:35,Montpellier,3621.05,5864.4,3717.99,3621.05,5864.4,3717.99
2018-11-06 09:33:17,Montpellier,3583.33,5847.83,3689.64,3583.33,5847.83,3689.64
2018-11-07 23:25:12,Montpellier,3781.28,6018.57,3835.18,3781.28,6018.57,3835.18
2018-11-11 20:30:02,Montpellier,3684.21,5906.25,3763.09,3684.21,5906.25,3763.09
2018-11-15 19:09:09,Montpellier,3622.22,5865.13,3718.28,3622.22,5865.13,3718.28
2018-11-25 20:30:02,Montpellier,3662.79,5907.67,3751.65,3662.79,5907.67,3751.65
2018-12-02 20:30:01,Montpellier,3700.0,5932.5,3764.49,3700.0,5932.5,3764.49
2018-12-16 20:30:01,Montpellier,3736.45,5937.5,3788.63,3736.45,5937.5,3788.63
2018-12-23 20:30:02,Montpellier,3857.14,6035.71,3891.21,3857.14,6035.71,3891.21
2018-12-30 20:30:02,Montpellier,3687.5,5937.5,3754.77,3687.5,5937.5,3754.77
2019-01-06 20:30:02,Montpellier,3689.13,5983.74,3767.08,3689.13,5983.74,3767.08
2019-01-20 20:30:02,Montpellier,3600.0,5947.37,3699.43,3600.0,5947.37,3699.43
2019-01-27 20:30:02,Montpellier,3600.0,5947.37,3699.43,3600.0,5947.37,3699.43
2018-10-31 14:39:05,Toulon,2894.74,4806.15,3045.75,3839.74,6529.78,3978.63
2018-11-04 22:39:35,Toulon,2505.75,4879.54,2784.52,2505.75,4879.54,2784.52
2018-11-06 09:33:17,Toulon,2580.65,5000.0,2867.09,2580.65,5000.0,2867.09
2018-11-07 23:25:12,Toulon,2536.23,5068.95,2842.57,2536.23,5068.95,2842.57
2018-11-11 20:30:02,Toulon,2538.46,5096.15,2898.53,2538.46,5096.15,2898.53
2018-11-15 19:09:09,Toulon,2541.18,5144.33,2907.97,2541.18,5144.33,2907.97
2018-11-25 20:30:02,Toulon,2583.97,5301.08,2966.4,2583.97,5301.08,2966.4
2018-12-02 20:30:01,Toulon,2594.2,5417.07,2972.91,2594.2,5417.07,2972.91
2018-12-16 20:30:01,Toulon,2599.74,5475.42,2986.74,2599.74,5475.42,2986.74
2018-12-23 20:30:02,Toulon,2614.29,5482.22,2990.54,2614.29,5482.22,2990.54
2018-12-30 20:30:02,Toulon,2590.36,5469.61,2966.98,2590.36,5469.61,2966.98
2019-01-06 20:30:02,Toulon,2554.55,5434.15,2930.98,2554.55,5434.15,2930.98
2019-01-20 20:30:02,Toulon,2500.0,5291.67,2853.44,2500.0,5291.67,2853.44
2019-01-27 20:30:02,Toulon,2500.0,5291.67,2853.44,2500.0,5291.67,2853.44
2018-10-31 14:39:05,Amiens,2337.5,3731.36,2369.9,6640.39,10462.26,6736.2
2018-11-04 22:39:35,Amiens,2088.16,3638.35,2169.9,2088.16,3638.35,2169.9
2018-11-06 09:33:17,Amiens,2466.29,4044.96,2473.17,2466.29,4044.96,2473.17
2018-11-07 23:25:12,Amiens,2308.18,3944.44,2400.67,2308.18,3944.44,2400.67
2018-11-11 20:30:02,Amiens,2307.93,3937.5,2396.65,2307.93,3937.5,2396.65
2018-11-15 19:09:09,Amiens,2300.0,3931.41,2385.34,2300.0,3931.41,2385.34
2018-11-25 20:30:02,Amiens,2286.29,3947.37,2380.21,2286.29,3947.37,2380.21
2018-12-02 20:30:01,Amiens,2308.18,4000.0,2407.58,2308.18,4000.0,2407.58
2018-12-16 20:30:01,Amiens,2306.35,3981.66,2406.0,2306.35,3981.66,2406.0
2018-12-23 20:30:02,Amiens,2308.18,3989.9,2413.76,2308.18,3989.9,2413.76
2018-12-30 20:30:02,Amiens,2276.6,3959.68,2388.29,2276.6,3959.68,2388.29
2019-01-06 20:30:02,Amiens,2250.0,3906.25,2353.63,2250.0,3906.25,2353.63
2019-01-20 20:30:02,Amiens,2232.95,3845.64,2332.73,2232.95,3845.64,2332.73
2019-01-27 20:30:02,Amiens,2232.95,3845.64,2332.73,2232.95,3845.64,2332.73
2018-10-31 14:39:05,Limoges,1807.69,2969.82,1877.34,1525.77,2375.0,1582.22
2018-11-04 22:39:35,Limoges,1347.38,2379.78,1456.88,1347.38,2379.78,1456.88
2018-11-06 09:33:17,Limoges,1357.37,2354.22,1449.67,1357.37,2354.22,1449.67
2018-11-07 23:25:12,Limoges,1385.36,2934.35,1542.64,1385.36,2934.35,1542.64
2018-11-11 20:30:02,Limoges,1351.65,2335.25,1445.31,1351.65,2335.25,1445.31
2018-11-15 19:09:09,Limoges,1350.0,2366.99,1447.44,1350.0,2366.99,1447.44
2018-11-25 20:30:02,Limoges,1353.39,2392.27,1454.45,1353.39,2392.27,1454.45
2018-12-02 20:30:01,Limoges,1360.0,2415.09,1463.22,1360.0,2415.09,1463.22
2018-12-16 20:30:01,Limoges,1364.71,2476.89,1471.31,1364.71,2476.89,1471.31
2018-12-23 20:30:02,Limoges,1369.01,2526.09,1475.74,1369.01,2526.09,1475.74
2018-12-30 20:30:02,Limoges,1363.01,2466.55,1467.52,1363.01,2466.55,1467.52
2019-01-06 20:30:02,Limoges,1538.36,3609.41,1816.89,1538.36,3609.41,1816.89
2019-01-20 20:30:02,Limoges,1554.35,3654.05,1849.46,1554.35,3654.05,1849.46
2019-01-27 20:30:02,Limoges,1554.35,3654.05,1849.46,1554.35,3654.05,1849.46
2018-10-31 14:39:05,Nice,2809.52,4278.59,2851.03,5195.24,12095.74,5694.49
2018-11-04 22:39:35,Nice,4625.0,9000.0,5095.86,4625.0,9000.0,5095.86
2018-11-06 09:33:17,Nice,5000.0,9258.2,5419.02,5000.0,9258.2,5419.02
2018-11-07 23:25:12,Nice,5000.0,9258.2,5419.02,5000.0,9258.2,5419.02
2018-11-11 20:30:02,Nice,5000.0,9257.14,5405.73,5000.0,9257.14,5405.73
2018-11-15 19:09:09,Nice,4979.17,9252.86,5384.61,4979.17,9252.86,5384.61
2018-11-25 20:30:02,Nice,5000.0,9166.67,5370.85,5000.0,9166.67,5370.85
2018-12-02 20:30:01,Nice,5000.0,9162.99,5371.12,5000.0,9162.99,5371.12
2018-12-16 20:30:01,Nice,5061.74,9079.37,5373.18,5061.74,9079.37,5373.18
2018-12-23 20:30:02,Nice,4990.0,9057.84,5337.25,4990.0,9057.84,5337.25
2018-12-30 20:30:02,Nice,5125.0,9062.5,5391.13,5125.0,9062.5,5391.13
2019-01-06 20:30:02,Nice,5102.56,9240.0,5483.71,5102.56,9240.0,5483.71
2019-01-20 20:30:02,Nice,5000.0,9308.64,5471.26,5000.0,9308.64,5471.26
2019-01-27 20:30:02,Nice,5000.0,9308.64,5471.26,5000.0,9308.64,5471.26
2018-11-14 22:55:31,Lyon,5205.63,7472.22,5371.77,5205.63,7472.22,5371.77
2018-11-14 22:55:31,Lyon,5784.12,12366.07,6322.23,5784.12,12366.07,6322.23
2018-11-14 22:55:31,Lyon,4684.21,7535.71,4893.69,4684.21,7535.71,4893.69
2018-11-14 22:55:31,Lyon,5069.44,6922.44,5233.96,5069.44,6922.44,5233.96
2018-11-14 22:55:31,Lyon,5173.08,7181.82,4888.26,5173.08,7181.82,4888.26
2018-11-14 22:55:31,Lyon,6258.06,9158.4,6427.05,6258.06,9158.4,6427.05
2018-11-14 22:55:31,Lyon,4853.66,6478.21,4820.0,4853.66,6478.21,4820.0
2018-11-14 22:55:31,Lyon,4021.28,6333.58,4093.07,4021.28,6333.58,4093.07
2018-11-14 22:55:31,Lyon,3180.85,5186.14,3348.9,3180.85,5186.14,3348.9
