ID;Adultes;Adultes_femmes;Adultes_hommes;Agriculteurs_jeunes;Agriculteurs_adultes;Agriculteurs_seniors;Artisans_Commercants_jeunes;Artisans_Commercants_adultes;Artisans_Commercants_seniors;Autres_jeunes;Autres_adultes;Autres_seniors;Densite_habitants;Employes_seniors;Employes_jeunes;Employes_adultes;Ouvriers_jeunes;Ouvriers_adultes;Ouvriers_seniors;Professions_intermediaires_jeunes;Professions_intermediaires_adultes;Professions_intermediaires_seniors;Retraites_jeunes;Retraites_adultes;Retraites_seniors;Cadres_jeunes;Cadres_adultes;Cadres_seniors;Departement;Enfants;Jeunes_adultes;Enfants_femmes;Jeunes_adultes_femmes;Femmes;Hommes;Enfants_hommes;Jeunes_adultes_hommes;Population_totale;Region;Seniors;Seniors_femmes;Seniors_hommes;Superficie;Ville;geo_point_2d;geo_shape
2996;51222;26513;24708;0;117;86;175;2768;869;18973;13222;3183;750;2311;3445;12161;1578;12161;976;2010;13219;2391;0;199;26106;861;13222;3183;BOUCHES-DU-RHONE    ;19391;38429;9547;20238;74970;65713;9843;18191;140684;PROVENCE-ALPES-COTE D'AZUR         ;31639;18669;12968;187.6;Aix-en-Provence;43.5360639609, 5.39837823449   ;"{""type"": ""Polygon"", ""coordinates"": [[[5.4112618042, 43.6226723542], [5.4114748877, 43.6228773716], [5.4128671103, 43.6234225929], [5.4134019272, 43.6235871549], [5.4153912185, 43.6230082363], [5.4168515529, 43.622463552], [5.4185459848, 43.6217407991], [5.4233197131, 43.6213427756], [5.4292618027, 43.6209427318], [5.4343817826, 43.6206769095], [5.4386188119, 43.6213281704], [5.4468139304, 43.622591475], [5.4495850974, 43.6205692809], [5.4537785786, 43.6160861386], [5.4623282537, 43.6146783266], [5.4637927523, 43.6136395902], [5.4633372671, 43.6120061356], [5.4634200223, 43.6096925236], [5.464142743, 43.6008496193], [5.4638684162, 43.5975196954], [5.4639016732, 43.5959579942], [5.4640197047, 43.5916406665], [5.465011139, 43.5866391859], [5.4638871672, 43.5768454135], [5.4660456373, 43.5743163941], [5.4686996899, 43.5733540913], [5.4755449271, 43.572943473], [5.4813573768, 43.5725587312], [5.4844208466, 43.5722240153], [5.4866991573, 43.5709709988], [5.4884931879, 43.5698298565], [5.4925715301, 43.5672679678], [5.4939582924, 43.566645592], [5.4933127886, 43.5660923988], [5.4939701348, 43.5646387935], [5.4956034864, 43.5630556282], [5.4967964599, 43.5627338326], [5.4974660819, 43.562504183], [5.4980020762, 43.56216238], [5.4985187069, 43.561688692], [5.4984081498, 43.5614238801], [5.4971728004, 43.5593764704], [5.4955087824, 43.5576881806], [5.4939074329, 43.5561010507], [5.4918839498, 43.5547099316], [5.4913112596, 43.5539201151], [5.490663752, 43.5526036064], [5.4891770186, 43.5490576977], [5.4886103532, 43.5474053634], [5.4890418263, 43.5459677864], [5.4892594492, 43.5454496939], [5.48802177, 43.5442754419], [5.4865363242, 43.54292232], [5.4824707273, 43.5395623448], [5.4794299683, 43.5360554992], [5.4792387725, 43.5352380156], [5.4795484314, 43.5344432937], [5.4798661791, 43.5340939684], [5.4802834696, 43.5339296014], [5.4828001799, 43.5333589448], [5.4877384697, 43.5335950925], [5.4908314285, 43.5336465532], [5.4957873624, 43.5330627747], [5.5034808468, 43.5323274177], [5.5063004335, 43.5322110102], [5.5062517178, 43.5320303003], [5.5055359596, 43.5306263579], [5.5039367918, 43.5291068797], [5.4929364473, 43.5261880213], [5.4875184278, 43.5258299025], [5.4826765582, 43.526463812], [5.4823277548, 43.5271523166], [5.4814683621, 43.5268470188], [5.4804763735, 43.5264790345], [5.4792295792, 43.5257964076], [5.4779961039, 43.5249343315], [5.4772915908, 43.5243752201], [5.476892413, 43.5237533237], [5.4763717064, 43.5226652183], [5.4764124113, 43.5222034084], [5.4765866328, 43.5206781656], [5.4766531751, 43.5204714106], [5.4767841034, 43.5203234961], [5.4781996816, 43.5193306979], [5.4794687076, 43.5134821968], [5.4795040648, 43.512553331], [5.4788415388, 43.5123335353], [5.4733433172, 43.5112285528], [5.468958961, 43.5099062151], [5.4644583758, 43.5033610183], [5.4638065996, 43.5022344502], [5.4637503041, 43.5009215253], [5.4637929415, 43.4998394897], [5.4653555942, 43.4970936573], [5.4690384389, 43.4897403597], [5.4691492221, 43.4890096286], [5.4685480755, 43.4890602232], [5.4680721741, 43.4890620565], [5.4672982231, 43.4886872144], [5.4668900617, 43.4884525665], [5.4648055008, 43.48720919], [5.4610302085, 43.4830292484], [5.4578280478, 43.4794626926], [5.4533413146, 43.4769791825], [5.4485914386, 43.4750406148], [5.4420368949, 43.4729156949], [5.4417897012, 43.4715188881], [5.4372536276, 43.4714256598], [5.422182469, 43.4710929314], [5.4095381015, 43.4703882539], [5.4030940648, 43.4695862176], [5.393427084, 43.4648046068], [5.3885659636, 43.463741737], [5.3875381005, 43.4619030047], [5.3870200367, 43.4623122555], [5.3848856417, 43.4639425003], [5.3777983018, 43.4686832737], [5.3743872752, 43.4703557092], [5.3712980557, 43.4715349477], [5.3698952227, 43.4718023523], [5.3662908932, 43.472631772], [5.3657008632, 43.4727697635], [5.3649899884, 43.4734252381], [5.3633465081, 43.4755069823], [5.3625798655, 43.4774534836], [5.3622198824, 43.4780175838], [5.3609593353, 43.4795571955], [5.3603127336, 43.4800654253], [5.3596229097, 43.480484583], [5.3583140025, 43.4809991139], [5.3577608448, 43.4811947644], [5.3488413968, 43.4825296984], [5.3438252946, 43.4834402399], [5.3408604457, 43.4850947504], [5.3393856761, 43.4873416966], [5.3359288332, 43.488579143], [5.3336123027, 43.4884922149], [5.3305267888, 43.4874892819], [5.3219696127, 43.4827737494], [5.3199280248, 43.479232452], [5.3198941879, 43.4776283424], [5.3199770512, 43.4771702314], [5.3210193839, 43.4751902577], [5.3227782291, 43.4721643407], [5.324603064, 43.4692773935], [5.3252675546, 43.4683207661], [5.3277712079, 43.4643814229], [5.3288260396, 43.4626918352], [5.3293562232, 43.4618091755], [5.329336551, 43.461323562], [5.3287879944, 43.4609897257], [5.3274033494, 43.4602391144], [5.3188916128, 43.4556548575], [5.3174283615, 43.4549706136], [5.3139516794, 43.4535283148], [5.3092972303, 43.4518256997], [5.3084329674, 43.4514390916], [5.3028753434, 43.4481209582], [5.3023647638, 43.4477411877], [5.3020413287, 43.447469045], [5.3014377721, 43.4465251157], [5.3010000126, 43.4461122912], [5.2995786779, 43.4473917337], [5.298"
2995;47112;24554;22558;5;35;3;109;1386;346;17703;8020;1504;2661.7;1892;3979;13254;2337;13254;1163;2209;11673;1504;0;167;22211;767;8020;1504;SOMME               ;23312;38713;11318;19898;70289;63037;11993;18815;133327;NORD-PAS-DE-CALAIS-PICARDIE        ;24187;14516;9668;50.1;Amiens;49.9002814748, 2.29072265356   ;"{""type"": ""Polygon"", ""coordinates"": [[[2.2762377748, 49.9506853485], [2.2768805815, 49.9481622244], [2.2814096653, 49.941512688], [2.289177972, 49.9424186469], [2.2940146746, 49.9396322459], [2.2956288357, 49.9385554906], [2.2961172529, 49.9363475516], [2.2980685265, 49.9323073533], [2.3008524086, 49.9288207428], [2.3039257314, 49.9282606492], [2.304622305, 49.9283050358], [2.3116629231, 49.9293914045], [2.3226840156, 49.930888442], [2.3262745101, 49.935411526], [2.3324462522, 49.9341931111], [2.339502035, 49.928309709], [2.3395719629, 49.9281753387], [2.3382714757, 49.9274837899], [2.3365552658, 49.9265546119], [2.3321171197, 49.923837283], [2.331957388, 49.9223290192], [2.333232678, 49.9203560635], [2.3341085893, 49.9184878176], [2.3333316694, 49.9121476296], [2.3262462595, 49.9089124966], [2.3202211399, 49.9039418373], [2.3184850405, 49.8988600779], [2.3198058981, 49.8951338653], [2.3302516243, 49.8913950798], [2.3308721134, 49.8911604125], [2.3342898299, 49.890861954], [2.3347754993, 49.890727149], [2.3351232808, 49.8905026542], [2.3355400642, 49.889784434], [2.3372766774, 49.8860494785], [2.3413693376, 49.8817980634], [2.3428721605, 49.8804019991], [2.3431413534, 49.8803342717], [2.3438901312, 49.8790814703], [2.3436130029, 49.8759841793], [2.3456594625, 49.8664309763], [2.3457883237, 49.8660282903], [2.3418521822, 49.8640899836], [2.3373901699, 49.8628584226], [2.3248339649, 49.8546232254], [2.3207941042, 49.847655241], [2.319822374, 49.8470712554], [2.3193368649, 49.8474306098], [2.316975779, 49.8488216416], [2.3153087662, 49.8496298588], [2.3126702358, 49.8510749503], [2.3123904613, 49.8525557468], [2.3121820018, 49.8546209046], [2.3125981251, 49.8563275179], [2.3156517463, 49.8593893442], [2.3154777553, 49.8599283065], [2.3137739326, 49.8650997905], [2.3132878472, 49.8652794325], [2.3098006469, 49.8663108976], [2.30834214, 49.8665541978], [2.308535107, 49.8652373493], [2.3096648068, 49.8607346942], [2.3100467777, 49.859927396], [2.3093883155, 49.8597026687], [2.3077211132, 49.8595674548], [2.3050826889, 49.8595219265], [2.3043177515, 49.8595660855], [2.3027901765, 49.8597909592], [2.3022900576, 49.8598797401], [2.2961772804, 49.8622577675], [2.296523635, 49.8628410254], [2.2973569112, 49.8633893512], [2.3006894489, 49.8652313177], [2.3045904745, 49.8677017051], [2.3042933471, 49.8693099273], [2.3005658068, 49.8701969137], [2.2977435866, 49.8683165656], [2.2923352083, 49.8659189906], [2.286924706, 49.8636100951], [2.2849113757, 49.8634743466], [2.2840080092, 49.8634735468], [2.2828829038, 49.863922434], [2.2827440476, 49.8640123568], [2.2785737771, 49.8670180863], [2.2803740864, 49.8714272278], [2.282314847, 49.8756574655], [2.2732705055, 49.8748808049], [2.2723682182, 49.8747900881], [2.2667950886, 49.8745088159], [2.2662774888, 49.8746386698], [2.2642202652, 49.874628095], [2.257761009, 49.8744893047], [2.2601261398, 49.8762734714], [2.2594105335, 49.878166524], [2.2574048542, 49.8805269789], [2.2555199403, 49.8830785872], [2.257122779, 49.8870097533], [2.2571216355, 49.8872792585], [2.2528996359, 49.8904499304], [2.2492820511, 49.8925802574], [2.2452021742, 49.8927563648], [2.2350425828, 49.8930175137], [2.2342082608, 49.893106618], [2.2290610361, 49.8956247295], [2.2289922195, 49.8956692138], [2.229130064, 49.8961183684], [2.2291276592, 49.8971056579], [2.2284995114, 49.8983621013], [2.2268222797, 49.9021210335], [2.2263843132, 49.905686543], [2.2266619416, 49.9060907631], [2.2270077558, 49.906585249], [2.2280618071, 49.9080768888], [2.2297249854, 49.910412314], [2.2387140942, 49.9162009634], [2.2491338044, 49.9184276946], [2.2534458705, 49.9186867646], [2.2546980003, 49.9187860327], [2.2547402444, 49.9193225983], [2.2567201807, 49.9189366842], [2.2554341079, 49.9195415275], [2.2533659781, 49.9203419142], [2.2502221595, 49.9213369028], [2.2467811019, 49.923512189], [2.2471593537, 49.9261654984], [2.2540862003, 49.9300761408], [2.2605256597, 49.9341747626], [2.2639299822, 49.9362865818], [2.2655282597, 49.9375080181], [2.2660439709, 49.9422892457], [2.2677558144, 49.9461828925], [2.2702244611, 49.9475082689], [2.2731782231, 49.9490897963], [2.276168171, 49.9506849368], [2.2762377748, 49.9506853485]]]}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            "
2990;48644;25552;23090;13;72;13;115;1821;521;21852;8993;2002;3356.7;2049;4934;13010;3533;13010;1217;3144;13483;1749;0;184;28876;829;8993;2002;MAINE-ET-LOIRE      ;22420;46686;11138;24545;80715;68087;11282;22140;148803;PAYS DE LA LOIRE                   ;31050;19477;11571;44.3;Angers;47.4766284713, -0.556089456783 ;"{""type"": ""Polygon"", ""coordinates"": [[[-0.6096393632, 47.4888310811], [-0.6081760832, 47.488778223], [-0.6031135911, 47.4860938425], [-0.6000101422, 47.4839893676], [-0.5999313383, 47.483766529], [-0.5995901335, 47.4835950579], [-0.5967888528, 47.4833509449], [-0.5868514074, 47.4825221992], [-0.5832744095, 47.4823440169], [-0.5822992051, 47.4842564185], [-0.5811094349, 47.4873927841], [-0.5798374438, 47.489640479], [-0.5772651077, 47.4937365988], [-0.5759282695, 47.4965899541], [-0.5745765783, 47.4996807267], [-0.5711947068, 47.5048098203], [-0.5694980521, 47.5124813414], [-0.5694780482, 47.5133370743], [-0.5693823245, 47.5140149126], [-0.5666135603, 47.5143988862], [-0.5516714412, 47.5169324293], [-0.5493397011, 47.5168106772], [-0.5468193486, 47.5168730323], [-0.5445074302, 47.5171101033], [-0.5414110435, 47.5175926411], [-0.5403020994, 47.5179795657], [-0.5392067559, 47.5185922312], [-0.5383818854, 47.5193327292], [-0.5379142481, 47.5198839624], [-0.5377987382, 47.5208317763], [-0.5371941494, 47.5219268962], [-0.5360629554, 47.5231253995], [-0.5344172655, 47.5246512639], [-0.5330034849, 47.5255411353], [-0.531962084, 47.5259268249], [-0.5309042331, 47.5260435896], [-0.5300392701, 47.5260193429], [-0.5285431612, 47.5253816715], [-0.5273790493, 47.5247348311], [-0.526534864, 47.5238557367], [-0.523703505, 47.5169051286], [-0.5235698256, 47.5144330874], [-0.5236869267, 47.5129004616], [-0.5243489122, 47.5116243661], [-0.5261794497, 47.5086080976], [-0.5270480294, 47.5074617847], [-0.5303145168, 47.5039838453], [-0.5335561167, 47.500055119], [-0.533613295, 47.4998740726], [-0.530524127, 47.498015178], [-0.525929089, 47.4952935495], [-0.5227136329, 47.4935274892], [-0.5210072898, 47.4926699365], [-0.5171937108, 47.4921337406], [-0.5147298123, 47.4916819315], [-0.5109179707, 47.4904814046], [-0.5085469394, 47.489376107], [-0.5131841578, 47.4842209796], [-0.5133031978, 47.4839488716], [-0.5144257343, 47.4788807652], [-0.5153177677, 47.4757082202], [-0.5157758362, 47.4743463935], [-0.5170902339, 47.4730325758], [-0.5183040894, 47.4719893967], [-0.51903282, 47.4711681183], [-0.519694853, 47.4694342681], [-0.5196706396, 47.4689853676], [-0.5194146957, 47.4658618956], [-0.5160220944, 47.4583360028], [-0.5148758272, 47.4578957725], [-0.5151942084, 47.4573220839], [-0.5149914934, 47.4527588758], [-0.5114592473, 47.4519509567], [-0.5098886113, 47.4511342272], [-0.5092660268, 47.4506547174], [-0.5091785095, 47.4502518758], [-0.5092249663, 47.4486303493], [-0.5094389287, 47.4476795719], [-0.5188977052, 47.4508674749], [-0.5205663337, 47.4510512696], [-0.5241082071, 47.4502889462], [-0.5245976959, 47.4495118047], [-0.525563149, 47.4477326532], [-0.5273497089, 47.4457763114], [-0.5306735434, 47.4440508187], [-0.5330767866, 47.443091179], [-0.534386354, 47.4427882766], [-0.5417042959, 47.441734876], [-0.5484294054, 47.441179377], [-0.5506113828, 47.4410352945], [-0.5521395773, 47.4410868528], [-0.5515884934, 47.4431707943], [-0.5514492002, 47.4442545588], [-0.5517807182, 47.4442462385], [-0.5563951336, 47.4437258832], [-0.5576197628, 47.4430657749], [-0.5587642801, 47.44092129], [-0.5598733477, 47.4393635895], [-0.5613800988, 47.4377955007], [-0.5650870198, 47.4376576], [-0.5652196218, 47.4376544364], [-0.5664469002, 47.4382538891], [-0.571355264, 47.4414923323], [-0.5772958961, 47.4450025129], [-0.5796693564, 47.4459324282], [-0.5814368, 47.4466980323], [-0.5865010495, 47.4495408959], [-0.5891713766, 47.4510489982], [-0.5871019684, 47.4518472316], [-0.5877800174, 47.4541737125], [-0.5899270847, 47.458770719], [-0.59006577, 47.4588574517], [-0.594559774, 47.4597342489], [-0.5968689329, 47.4594952795], [-0.5969625755, 47.4587732974], [-0.5986949455, 47.4570905148], [-0.6011642363, 47.4555606113], [-0.6063904582, 47.4567954562], [-0.612886508, 47.4551277865], [-0.6135534865, 47.454931353], [-0.6133886874, 47.4552257318], [-0.6133841885, 47.4556313763], [-0.6134893067, 47.4562634023], [-0.6141072113, 47.4571894856], [-0.6135516306, 47.4604922282], [-0.6087879495, 47.4644103484], [-0.6080498968, 47.4690136002], [-0.6089568798, 47.4740866753], [-0.609526432, 47.4783916423], [-0.60994939, 47.484816949], [-0.6100077582, 47.4882816974], [-0.6097720286, 47.4888269675], [-0.6096393632, 47.4888310811]]]}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         "
3011;42631;21737;20893;0;18;46;113;1787;397;7910;5359;797;5996.7;1884;2762;12367;1673;12367;1519;1143;10098;1246;0;132;14993;316;5359;797;VAL-D'OISE          ;23093;21493;11411;10984;53451;50830;11681;10509;104282;ILE-DE-FRANCE                      ;17062;9317;7744;17.4;Argenteuil;48.9517790121, 2.24062257434   ;"{""type"": ""Polygon"", ""coordinates"": [[[2.2922772579, 48.9513890587], [2.2921627917, 48.9513721959], [2.2909694896, 48.9509658647], [2.2883099549, 48.9507450707], [2.2849730254, 48.9503385247], [2.2816987041, 48.9497524042], [2.2687285426, 48.946575058], [2.2608311454, 48.9434393683], [2.2589773388, 48.942565504], [2.2577589449, 48.9418448286], [2.2529402724, 48.939154787], [2.2475913259, 48.9367319023], [2.2458413781, 48.935787434], [2.2448668028, 48.9351257099], [2.2367266909, 48.9306999488], [2.2311403715, 48.9277325075], [2.2298654012, 48.9286703892], [2.2211846194, 48.9347151581], [2.2173543896, 48.9363512145], [2.2067710733, 48.9413734668], [2.206095357, 48.9406549514], [2.2057611104, 48.9413559873], [2.2056726291, 48.9437529234], [2.2059321909, 48.9486602846], [2.2058611185, 48.9497380627], [2.205792826, 48.9499183675], [2.2040552668, 48.9571056347], [2.2054971586, 48.9588148422], [2.2064496022, 48.9599389563], [2.2097843515, 48.9634564774], [2.2114790415, 48.964731117], [2.2199109622, 48.9697673385], [2.2228428398, 48.9724670959], [2.2235498288, 48.9722324693], [2.2240968331, 48.9720084942], [2.225732891, 48.9710253745], [2.2271841756, 48.9707982268], [2.2303375279, 48.9698248112], [2.2357889166, 48.9682445818], [2.2382477831, 48.9675722826], [2.241252148, 48.966765797], [2.2488913823, 48.9647725392], [2.262222819, 48.962459637], [2.2667373531, 48.9625943408], [2.273080436, 48.963523238], [2.2746219582, 48.9641395799], [2.2761616556, 48.9641048191], [2.2883889501, 48.9597400996], [2.2884581276, 48.9589761283], [2.2884586078, 48.9588412402], [2.2881858277, 48.9586166014], [2.288253699, 48.9583472223], [2.2893467713, 48.9564058776], [2.2905778804, 48.9542495103], [2.2917395244, 48.9522734712], [2.2922772579, 48.9513890587]]]}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         "
3002;40663;20805;19858;4;13;21;77;1622;491;15738;7686;1844;1780;1724;3425;10370;2312;10370;1224;2019;10999;1679;0;138;21327;610;7686;1844;DOUBS               ;17064;34228;8099;17616;61184;54694;8964;16612;115879;BOURGOGNE-FRANCHE-COMTE            ;23921;14661;9258;65.1;Besançon;47.2551269927, 6.0192810348    ;"{""type"": ""Polygon"", ""coordinates"": [[[5.9587083471, 47.2355657885], [5.9608539147, 47.2369848532], [5.962737939, 47.238456513], [5.9654223868, 47.2409833359], [5.9657462498, 47.240883157], [5.9727759594, 47.2470552848], [5.9764021691, 47.2517586039], [5.9799862113, 47.2558331738], [5.9863300495, 47.261576218], [5.9880339281, 47.2632782579], [5.9882623603, 47.2637210178], [5.9891434114, 47.2649992034], [5.9898023249, 47.2659236528], [5.9905958756, 47.2668887701], [5.9913528418, 47.2673151882], [5.9932554958, 47.2680651836], [5.9988976723, 47.2712410143], [6.0039992467, 47.2742531116], [6.0057574662, 47.2757733193], [6.0051945734, 47.2762410608], [6.0046887307, 47.2775631765], [6.001947625, 47.288726908], [6.010802744, 47.2952892677], [6.010875175, 47.2953765766], [6.0116301807, 47.2957578781], [6.0263145632, 47.3023586315], [6.0307669709, 47.3045126856], [6.0348529623, 47.3080743609], [6.0359302753, 47.3093002358], [6.0359584606, 47.3097049043], [6.0402329562, 47.310243445], [6.042849679, 47.3107451314], [6.04441866, 47.3110598369], [6.0491769545, 47.3122529316], [6.0506012308, 47.3127470345], [6.0515640607, 47.3132559581], [6.0541337379, 47.3149748594], [6.0566172199, 47.3168986815], [6.059218971, 47.3185932081], [6.0599071811, 47.3189759701], [6.0631479891, 47.3198625637], [6.0649425008, 47.3198971715], [6.0655482524, 47.3182090816], [6.0658378488, 47.3166689802], [6.0663386619, 47.3153016768], [6.0668833657, 47.3145638497], [6.0696452861, 47.3114574441], [6.0723376875, 47.311145647], [6.0727653651, 47.3115820791], [6.0729040517, 47.3116675975], [6.0742467912, 47.31288521], [6.0748610495, 47.3140806701], [6.0758576736, 47.3160299713], [6.0761350801, 47.3162010003], [6.0775252509, 47.3114730597], [6.0789215084, 47.308726052], [6.0811095611, 47.3050075234], [6.0823441836, 47.3032575695], [6.0831534935, 47.3020594577], [6.0835630607, 47.3012809842], [6.0834969409, 47.3012827415], [6.0795598287, 47.2989340936], [6.073433504, 47.2936847036], [6.0717739311, 47.2917114916], [6.0701041727, 47.2896042894], [6.0611260502, 47.2804647713], [6.0590924743, 47.2778832277], [6.0540335489, 47.2697704132], [6.0539585252, 47.2696381514], [6.0566836842, 47.2669833875], [6.0568132818, 47.2669349245], [6.0562539333, 47.2665019093], [6.0549839519, 47.2653722823], [6.0533324156, 47.2634896066], [6.0529903423, 47.2614291858], [6.0557070016, 47.2574214538], [6.0592793578, 47.2519955148], [6.0593552598, 47.2502375915], [6.0589674273, 47.2471666314], [6.0582669734, 47.2431579346], [6.0580470509, 47.2428502121], [6.059187869, 47.2421371937], [6.0618047691, 47.2407923567], [6.0637973759, 47.2399621831], [6.0623311039, 47.2388387275], [6.0616802827, 47.2380495834], [6.0607542192, 47.2361433337], [6.059267075, 47.2328139915], [6.0597981584, 47.2318963248], [6.0607569554, 47.2295240482], [6.0609669309, 47.2287517991], [6.0594607102, 47.2251535767], [6.0583433619, 47.2233433528], [6.054054952, 47.2208356444], [6.0509742699, 47.2195167582], [6.0493851971, 47.2189180306], [6.0469345385, 47.2182356367], [6.046693681, 47.2180455669], [6.0456688913, 47.2179292662], [6.0422439261, 47.2170624697], [6.0367593355, 47.2156405557], [6.0322029124, 47.2147049253], [6.0291452453, 47.2143416682], [6.02572363, 47.2136896305], [6.0174227215, 47.2144196994], [6.0160934971, 47.2173598087], [6.0078746243, 47.216991516], [6.0054810306, 47.2167977821], [6.003934019, 47.2163964584], [6.003052029, 47.2160643642], [6.002014016, 47.2153768396], [5.9996907373, 47.2132892324], [5.9963514765, 47.2098827946], [5.99448428, 47.2076913962], [5.9899793828, 47.2017103576], [5.9894409115, 47.2007269399], [5.9881269707, 47.2016788895], [5.981405341, 47.2058089585], [5.9805067808, 47.2061978583], [5.977465942, 47.20714906], [5.9739097136, 47.2082971996], [5.9707806954, 47.209882021], [5.9640253156, 47.213561421], [5.9627814862, 47.2137355857], [5.962122844, 47.2137560344], [5.9577507984, 47.2126335188], [5.9534256883, 47.2092564893], [5.9532252846, 47.209218356], [5.9483835968, 47.2109011653], [5.9458972986, 47.2122391992], [5.9434663111, 47.2139136068], [5.9411036514, 47.2156312683], [5.9409081034, 47.2156821787], [5.9417872426, 47.2169607482], [5.9426452315, 47.2179245354], [5.9444359372, 47.2189934415], [5.9466614088, 47.2206350438], [5.9501051719, 47.2236789152], [5.9516646422, 47.2252508983], [5.9520371464, 47.2258693323], [5.9521879407, 47.226134858], [5.9556471452, 47.2333205006], [5.9587083471, 47.2355657885]]]}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        "
2982;87873;44527;43345;0;146;91;259;5008;1285;34822;24013;4748;4816.9;3267;7013;21627;3331;21627;1462;4228;25823;3180;0;349;37307;1802;24013;4748;GIRONDE             ;32724;74902;15894;40112;127501;111897;16830;34790;239399;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;43896;26967;16929;49.7;Bordeaux;44.8578964782, -0.573575357666 ;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5738801724, 44.810793073], [-0.5737092489, 44.8123252931], [-0.57445819, 44.8145641756], [-0.5754982701, 44.8165620467], [-0.5757644934, 44.8168256371], [-0.5815787, 44.8204159986], [-0.5876282828, 44.8224257761], [-0.5929823988, 44.8232374733], [-0.602804073, 44.8185746672], [-0.6030524086, 44.818478273], [-0.6034615401, 44.8190525991], [-0.6068158435, 44.8217527669], [-0.6095618224, 44.8222735591], [-0.6106470458, 44.8224698488], [-0.6117396895, 44.8228010766], [-0.6130851494, 44.8231249571], [-0.6141584585, 44.8230962842], [-0.6143334136, 44.8255195045], [-0.6134768903, 44.8289965848], [-0.6121484478, 44.8326999298], [-0.6095869102, 44.8352338938], [-0.6122770153, 44.8368442983], [-0.617631222, 44.8384353684], [-0.6274441447, 44.8398011336], [-0.631716281, 44.8460180814], [-0.6347297417, 44.8498255532], [-0.6372314757, 44.85384442], [-0.6388958031, 44.8592093101], [-0.6389003701, 44.8592992896], [-0.6383413672, 44.8606650571], [-0.636938472, 44.8604686073], [-0.636558932, 44.8604783447], [-0.6330929311, 44.8619447374], [-0.632301303, 44.8627538791], [-0.6314062852, 44.8637673864], [-0.6313008949, 44.8641755153], [-0.6319591383, 44.8646532853], [-0.6319926779, 44.8691072739], [-0.6312857841, 44.8712863016], [-0.6310521945, 44.87165266], [-0.6309257139, 44.8716567986], [-0.6277757487, 44.8695354378], [-0.6273819744, 44.8692671084], [-0.6227836572, 44.8661051021], [-0.6165495863, 44.8621923126], [-0.6112919094, 44.8603636307], [-0.601964243, 44.8560045652], [-0.596176949, 44.8555037481], [-0.5915252403, 44.8562727121], [-0.5851832995, 44.8622819943], [-0.5802209659, 44.8641915866], [-0.5757436886, 44.8659420162], [-0.576089605, 44.8691826252], [-0.5761147497, 44.8696766086], [-0.5766330815, 44.8735335377], [-0.5781370992, 44.8873195137], [-0.5790185216, 44.896206474], [-0.5800938242, 44.9063580087], [-0.5808852684, 44.9093977303], [-0.5794921478, 44.9093894717], [-0.5697834381, 44.9117019336], [-0.5611501942, 44.9132652363], [-0.5499216301, 44.9161149329], [-0.5477342753, 44.9166670056], [-0.5470367475, 44.915425717], [-0.540962139, 44.905159581], [-0.538988865, 44.901622883], [-0.5383390938, 44.9000069168], [-0.5365324927, 44.8939801319], [-0.5357186136, 44.8902208095], [-0.535535195, 44.8891009921], [-0.535268533, 44.8861371699], [-0.5353005307, 44.8842912979], [-0.5357163803, 44.8823007165], [-0.5366081288, 44.8799371755], [-0.5373420428, 44.8782077272], [-0.5384565752, 44.8762435309], [-0.5389489692, 44.8683554525], [-0.5378510547, 44.8615347098], [-0.5378504853, 44.8612643555], [-0.5383871288, 44.8594051045], [-0.538232805, 44.8518720535], [-0.5421746715, 44.8425211658], [-0.5422306339, 44.8423841928], [-0.5425338758, 44.8421510007], [-0.5480695133, 44.8361565485], [-0.5481239341, 44.8359754607], [-0.5375649021, 44.8298959986], [-0.5360958059, 44.8256728236], [-0.5376111663, 44.8229108818], [-0.5376671203, 44.822773912], [-0.5378539667, 44.8227246911], [-0.5401952772, 44.8215378395], [-0.5417327378, 44.820697456], [-0.5454377925, 44.8187107811], [-0.5518546955, 44.8154015323], [-0.5614882152, 44.8130142059], [-0.5728744985, 44.8110652229], [-0.5738801724, 44.810793073]]]}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  "
